jointmoment_id,session_trial,time,elbow_moment_x,elbow_moment_y,elbow_moment_z,shoulder_thorax_moment_x,shoulder_thorax_moment_y,shoulder_thorax_moment_z,shoulder_upper_arm_moment_x,shoulder_upper_arm_moment_y,shoulder_upper_arm_moment_z,wrist_moment_x,wrist_moment_y,wrist_moment_z,glove_elbow_moment_x,glove_elbow_moment_y,glove_elbow_moment_z,glove_shoulder_glove_upper_arm_moment_x,glove_shoulder_glove_upper_arm_moment_y,glove_shoulder_glove_upper_arm_moment_z,glove_shoulder_thorax_moment_x,glove_shoulder_thorax_moment_y,glove_shoulder_thorax_moment_z,glove_wrist_moment_x,glove_wrist_moment_y,glove_wrist_moment_z,trials_id,session,trial,pitch_type,session_type,handedness,extracted_datetime,time_offset,ongoing_datetime,duration_from_start,extracted_month,extracted_day,extracted_hour,extracted_minute,extracted_second,extracted_weekday,extracted_week
2482819,498_3,0.4028,-1.44,-8.95,0.52,6.82,-6.74,-7.05,0.53,7.86,-8.73,-2.68,-1.04,0.01,1.27,2.57,-0.22,-2.0,0.18,-13.01,6.54,11.77,-2.18,0.86,-1.02,0.16,3930,498,3,,PitchingAssessment,L,2024-02-05 10:39:13,0.4028,2024-02-05 10:39:13.402800,0 days 00:00:00.402800,2,5,10,39,13,0,6
2482820,498_3,0.4056,3.29,-8.27,0.3,9.29,-5.36,-4.7,4.08,7.27,-8.1,-2.61,0.16,0.02,3.94,2.14,-0.58,2.61,0.99,-12.56,9.99,8.49,-1.69,0.9,-0.09,0.13,3930,498,3,,PitchingAssessment,L,2024-02-05 10:39:13,0.4056,2024-02-05 10:39:13.405600,0 days 00:00:00.405600,2,5,10,39,13,0,6
2482821,498_3,0.4083,8.05,-7.46,0.07,12.03,-3.69,-2.58,7.81,7.06,-7.34,-2.47,1.37,0.04,6.89,1.33,-0.99,8.53,1.97,-11.52,14.14,4.03,-0.84,0.8,0.98,0.1,3930,498,3,,PitchingAssessment,L,2024-02-05 10:39:13,0.4083,2024-02-05 10:39:13.408300,0 days 00:00:00.408300,2,5,10,39,13,0,6
2482822,498_3,0.4111,12.18,-6.58,-0.13,14.54,-1.93,-0.99,11.08,7.21,-6.5,-2.27,2.42,0.05,9.76,0.15,-1.4,14.76,2.87,-9.74,18.1,-1.11,0.35,0.58,2.05,0.06,3930,498,3,,PitchingAssessment,L,2024-02-05 10:39:13,0.4111,2024-02-05 10:39:13.411100,0 days 00:00:00.411100,2,5,10,39,13,0,6
2482823,498_3,0.4139,15.11,-5.69,-0.26,16.33,-0.29,-0.14,13.34,7.63,-5.64,-2.01,3.18,0.07,12.13,-1.26,-1.75,20.3,3.51,-7.24,21.03,-6.33,1.75,0.27,2.98,0.02,3930,498,3,,PitchingAssessment,L,2024-02-05 10:39:13,0.4139,2024-02-05 10:39:13.413900,0 days 00:00:00.413900,2,5,10,39,13,0,6
2482824,498_3,0.4167,16.53,-4.82,-0.3,17.04,1.09,-0.12,14.22,8.2,-4.78,-1.71,3.57,0.08,13.67,-2.66,-1.97,24.27,3.83,-4.18,22.34,-11.02,3.11,-0.04,3.63,-0.01,3930,498,3,,PitchingAssessment,L,2024-02-05 10:39:13,0.4167,2024-02-05 10:39:13.416700,0 days 00:00:00.416700,2,5,10,39,13,0,6
2482825,498_3,0.4194,16.4,-3.98,-0.26,16.53,2.13,-0.82,13.64,8.75,-3.94,-1.36,3.57,0.09,14.15,-3.76,-2.02,26.18,3.91,-0.93,21.86,-14.67,4.14,-0.28,3.91,-0.04,3930,498,3,,PitchingAssessment,L,2024-02-05 10:39:13,0.4194,2024-02-05 10:39:13.419400,0 days 00:00:00.419400,2,5,10,39,13,0,6
2482826,498_3,0.4222,14.93,-3.16,-0.16,14.9,2.83,-2.04,11.78,9.17,-3.1,-0.97,3.25,0.09,13.56,-4.24,-1.9,25.96,3.91,2.01,19.86,-16.93,4.55,-0.36,3.82,-0.06,3930,498,3,,PitchingAssessment,L,2024-02-05 10:39:13,0.4222,2024-02-05 10:39:13.422200,0 days 00:00:00.422200,2,5,10,39,13,0,6
2482827,498_3,0.425,12.54,-2.33,-0.02,12.47,3.24,-3.43,9.1,9.33,-2.26,-0.56,2.69,0.1,12.04,-3.89,-1.62,23.96,4.04,4.08,16.97,-17.62,4.12,-0.22,3.39,-0.07,3930,498,3,,PitchingAssessment,L,2024-02-05 10:39:13,0.425,2024-02-05 10:39:13.425000,0 days 00:00:00.425000,2,5,10,39,13,0,6
2482828,498_3,0.4278,9.76,-1.48,0.1,9.75,3.46,-4.64,6.22,9.21,-1.4,-0.14,2.05,0.09,9.9,-2.63,-1.21,20.8,4.46,4.83,14.0,-16.77,2.8,0.13,2.72,-0.07,3930,498,3,,PitchingAssessment,L,2024-02-05 10:39:13,0.4278,2024-02-05 10:39:13.427800,0 days 00:00:00.427800,2,5,10,39,13,0,6
2482829,498_3,0.4306,7.11,-0.61,0.17,7.28,3.61,-5.36,3.8,8.82,-0.54,0.27,1.44,0.08,7.5,-0.53,-0.75,17.26,5.24,3.96,11.73,-14.62,0.66,0.68,1.93,-0.07,3930,498,3,,PitchingAssessment,L,2024-02-05 10:39:13,0.4306,2024-02-05 10:39:13.430600,0 days 00:00:00.430600,2,5,10,39,13,0,6
2482830,498_3,0.4333,5.01,0.22,0.15,5.57,3.76,-5.37,2.37,8.23,0.26,0.66,0.98,0.07,5.21,2.15,-0.29,14.04,6.34,1.48,10.72,-11.53,-2.02,1.33,1.16,-0.06,3930,498,3,,PitchingAssessment,L,2024-02-05 10:39:13,0.4333,2024-02-05 10:39:13.433300,0 days 00:00:00.433300,2,5,10,39,13,0,6
2482831,498_3,0.4361,3.72,0.95,0.05,4.99,3.98,-4.62,2.3,7.57,0.94,0.99,0.73,0.05,3.34,5.03,0.09,11.68,7.6,-2.3,11.2,-7.96,-4.89,1.99,0.51,-0.05,3930,498,3,,PitchingAssessment,L,2024-02-05 10:39:13,0.4361,2024-02-05 10:39:13.436100,0 days 00:00:00.436100,2,5,10,39,13,0,6
2482832,498_3,0.4389,3.31,1.49,-0.15,5.73,4.27,-3.19,3.68,6.99,1.42,1.24,0.71,0.02,2.07,7.73,0.35,10.44,8.83,-6.81,13.02,-4.4,-7.54,2.56,0.04,-0.03,3930,498,3,,PitchingAssessment,L,2024-02-05 10:39:13,0.4389,2024-02-05 10:39:13.438900,0 days 00:00:00.438900,2,5,10,39,13,0,6
2482833,498_3,0.4417,3.68,1.78,-0.4,7.72,4.58,-1.29,6.37,6.59,1.63,1.39,0.87,0.0,1.43,9.86,0.48,10.32,9.82,-11.37,15.74,-1.29,-9.61,2.96,-0.21,-0.02,3930,498,3,,PitchingAssessment,L,2024-02-05 10:39:13,0.4417,2024-02-05 10:39:13.441700,0 days 00:00:00.441700,2,5,10,39,13,0,6
2482834,498_3,0.4444,4.58,1.77,-0.68,10.72,4.87,0.83,10.02,6.44,1.55,1.44,1.13,-0.03,1.34,11.14,0.48,11.1,10.4,-15.27,18.76,1.0,-10.84,3.15,-0.27,0.0,3930,498,3,,PitchingAssessment,L,2024-02-05 10:39:13,0.4444,2024-02-05 10:39:13.444400,0 days 00:00:00.444400,2,5,10,39,13,0,6
2482835,498_3,0.4472,5.69,1.47,-0.92,14.31,5.07,2.92,14.14,6.54,1.2,1.39,1.41,-0.05,1.64,11.39,0.37,12.47,10.44,-17.94,21.46,2.3,-11.05,3.1,-0.18,0.02,3930,498,3,,PitchingAssessment,L,2024-02-05 10:39:13,0.4472,2024-02-05 10:39:13.447200,0 days 00:00:00.447200,2,5,10,39,13,0,6
2482836,498_3,0.45,6.71,0.95,-1.11,18.01,5.15,4.79,18.22,6.8,0.64,1.25,1.61,-0.07,2.14,10.55,0.19,14.12,9.86,-19.06,23.41,2.53,-10.2,2.8,0.0,0.03,3930,498,3,,PitchingAssessment,L,2024-02-05 10:39:13,0.45,2024-02-05 10:39:13.450000,0 days 00:00:00.450000,2,5,10,39,13,0,6
2482837,498_3,0.4528,7.39,0.31,-1.21,21.33,5.09,6.31,21.78,7.1,0.0,1.07,1.66,-0.09,2.68,8.64,-0.03,15.82,8.65,-18.53,24.35,1.79,-8.3,2.27,0.19,0.04,3930,498,3,,PitchingAssessment,L,2024-02-05 10:39:13,0.4528,2024-02-05 10:39:13.452800,0 days 00:00:00.452800,2,5,10,39,13,0,6
2482838,498_3,0.4556,7.62,-0.29,-1.21,23.84,4.9,7.45,24.46,7.3,-0.58,0.86,1.54,-0.1,3.13,5.73,-0.24,17.43,6.82,-16.51,24.29,0.26,-5.47,1.52,0.36,0.05,3930,498,3,,PitchingAssessment,L,2024-02-05 10:39:13,0.4556,2024-02-05 10:39:13.455600,0 days 00:00:00.455600,2,5,10,39,13,0,6
2482839,498_3,0.4583,7.37,-0.74,-1.13,25.28,4.61,8.2,26.01,7.28,-1.0,0.67,1.26,-0.1,3.44,2.0,-0.41,18.95,4.46,-13.32,23.4,-1.85,-1.85,0.58,0.49,0.06,3930,498,3,,PitchingAssessment,L,2024-02-05 10:39:13,0.4583,2024-02-05 10:39:13.458300,0 days 00:00:00.458300,2,5,10,39,13,0,6
2482840,498_3,0.4611,6.74,-0.96,-0.98,25.51,4.29,8.59,26.36,6.99,-1.17,0.51,0.87,-0.11,3.63,-2.32,-0.55,20.38,1.71,-9.36,21.96,-4.29,2.3,-0.5,0.56,0.05,3930,498,3,,PitchingAssessment,L,2024-02-05 10:39:13,0.4611,2024-02-05 10:39:13.461100,0 days 00:00:00.461100,2,5,10,39,13,0,6
2482841,498_3,0.4639,5.88,-0.92,-0.8,24.59,3.99,8.62,25.55,6.48,-1.08,0.4,0.43,-0.1,3.74,-6.9,-0.65,21.74,-1.22,-5.07,20.24,-6.85,6.69,-1.64,0.6,0.05,3930,498,3,,PitchingAssessment,L,2024-02-05 10:39:13,0.4639,2024-02-05 10:39:13.463900,0 days 00:00:00.463900,2,5,10,39,13,0,6
2482842,498_3,0.4667,4.96,-0.68,-0.6,22.72,3.76,8.25,23.74,5.87,-0.78,0.31,0.0,-0.09,3.86,-11.35,-0.71,22.98,-4.05,-0.82,18.46,-9.33,10.96,-2.73,0.63,0.04,3930,498,3,,PitchingAssessment,L,2024-02-05 10:39:13,0.4667,2024-02-05 10:39:13.466700,0 days 00:00:00.466700,2,5,10,39,13,0,6
2482843,498_3,0.4694,4.11,-0.37,-0.4,20.23,3.63,7.41,21.15,5.36,-0.41,0.25,-0.37,-0.08,4.05,-15.29,-0.75,24.01,-6.52,3.05,16.76,-11.58,14.72,-3.68,0.68,0.02,3930,498,3,,PitchingAssessment,L,2024-02-05 10:39:13,0.4694,2024-02-05 10:39:13.469400,0 days 00:00:00.469400,2,5,10,39,13,0,6
2482844,498_3,0.4722,3.38,-0.14,-0.22,17.48,3.61,6.04,18.05,5.16,-0.12,0.18,-0.66,-0.07,4.37,-18.35,-0.78,24.71,-8.39,6.3,15.2,-13.46,17.65,-4.36,0.76,0.01,3930,498,3,,PitchingAssessment,L,2024-02-05 10:39:13,0.4722,2024-02-05 10:39:13.472200,0 days 00:00:00.472200,2,5,10,39,13,0,6
2482845,498_3,0.475,2.77,-0.18,-0.05,14.84,3.68,4.04,14.71,5.48,-0.08,0.08,-0.87,-0.05,4.82,-20.27,-0.8,24.95,-9.47,8.75,13.8,-14.88,19.49,-4.72,0.89,0.01,3930,498,3,,PitchingAssessment,L,2024-02-05 10:39:13,0.475,2024-02-05 10:39:13.475000,0 days 00:00:00.475000,2,5,10,39,13,0,6
2482846,498_3,0.4778,2.22,-0.64,0.12,12.63,3.81,1.39,11.38,6.45,-0.47,-0.06,-1.01,-0.03,5.37,-20.93,-0.81,24.69,-9.72,10.3,12.59,-15.77,20.14,-4.72,1.04,0.01,3930,498,3,,PitchingAssessment,L,2024-02-05 10:39:13,0.4778,2024-02-05 10:39:13.477800,0 days 00:00:00.477800,2,5,10,39,13,0,6
2482847,498_3,0.4806,1.63,-1.65,0.28,11.06,3.92,-1.87,8.23,8.11,-1.37,-0.26,-1.13,-0.01,5.93,-20.34,-0.8,23.95,-9.16,10.93,11.6,-16.13,19.6,-4.39,1.21,0.01,3930,498,3,,PitchingAssessment,L,2024-02-05 10:39:13,0.4806,2024-02-05 10:39:13.480600,0 days 00:00:00.480600,2,5,10,39,13,0,6
2482848,498_3,0.4833,0.93,-3.21,0.46,10.22,3.96,-5.62,5.43,10.37,-2.82,-0.51,-1.23,0.01,6.38,-18.68,-0.77,22.81,-7.91,10.67,10.86,-15.99,18.02,-3.79,1.35,0.01,3930,498,3,,PitchingAssessment,L,2024-02-05 10:39:13,0.4833,2024-02-05 10:39:13.483300,0 days 00:00:00.483300,2,5,10,39,13,0,6
2482849,498_3,0.4861,0.09,-5.27,0.65,10.09,3.85,-9.63,3.09,13.03,-4.76,-0.79,-1.34,0.04,6.62,-16.19,-0.7,21.42,-6.16,9.65,10.4,-15.43,15.65,-3.02,1.42,0.01,3930,498,3,,PitchingAssessment,L,2024-02-05 10:39:13,0.4861,2024-02-05 10:39:13.486100,0 days 00:00:00.486100,2,5,10,39,13,0,6
2482850,498_3,0.4889,-0.83,-7.66,0.85,10.57,3.54,-13.55,1.3,15.77,-7.02,-1.07,-1.45,0.07,6.54,-13.2,-0.58,19.95,-4.1,8.05,10.26,-14.57,12.77,-2.18,1.4,0.01,3930,498,3,,PitchingAssessment,L,2024-02-05 10:39:13,0.4889,2024-02-05 10:39:13.488900,0 days 00:00:00.488900,2,5,10,39,13,0,6
2482851,498_3,0.4917,-1.72,-10.12,1.03,11.5,2.99,-16.95,0.19,18.24,-9.37,-1.33,-1.52,0.1,6.11,-10.05,-0.42,18.63,-1.94,6.08,10.45,-13.59,9.71,-1.38,1.28,0.0,3930,498,3,,PitchingAssessment,L,2024-02-05 10:39:13,0.4917,2024-02-05 10:39:13.491700,0 days 00:00:00.491700,2,5,10,39,13,0,6
2482852,498_3,0.4944,-2.39,-12.36,1.18,12.75,2.19,-19.37,-0.11,20.05,-11.52,-1.52,-1.52,0.13,5.36,-7.06,-0.24,17.64,0.13,3.99,10.98,-12.67,6.79,-0.68,1.08,-0.01,3930,498,3,,PitchingAssessment,L,2024-02-05 10:39:13,0.4944,2024-02-05 10:39:13.494400,0 days 00:00:00.494400,2,5,10,39,13,0,6
2482853,498_3,0.4972,-2.64,-14.07,1.27,14.18,1.19,-20.39,0.52,20.91,-13.2,-1.62,-1.4,0.15,4.42,-4.5,-0.05,17.16,1.98,2.0,11.83,-11.96,4.27,-0.15,0.82,-0.02,3930,498,3,,PitchingAssessment,L,2024-02-05 10:39:13,0.4972,2024-02-05 10:39:13.497200,0 days 00:00:00.497200,2,5,10,39,13,0,6
2482854,498_3,0.5,-2.26,-15.0,1.26,15.73,0.05,-19.69,2.21,20.61,-14.15,-1.61,-1.12,0.17,3.46,-2.58,0.1,17.27,3.5,0.3,12.97,-11.61,2.36,0.18,0.57,-0.03,3930,498,3,,PitchingAssessment,L,2024-02-05 10:39:13,0.5,2024-02-05 10:39:13.500000,0 days 00:00:00.500000,2,5,10,39,13,0,6
2482855,498_3,0.5028,-1.13,-14.95,1.14,17.33,-1.13,-17.14,4.98,19.11,-14.19,-1.49,-0.67,0.17,2.67,-1.37,0.19,17.95,4.61,-0.98,14.3,-11.63,1.14,0.33,0.39,-0.04,3930,498,3,,PitchingAssessment,L,2024-02-05 10:39:13,0.5028,2024-02-05 10:39:13.502800,0 days 00:00:00.502800,2,5,10,39,13,0,6
2482856,498_3,0.5055,0.81,-13.84,0.87,18.93,-2.2,-12.84,8.71,16.53,-13.23,-1.26,-0.05,0.16,2.2,-0.87,0.19,19.03,5.28,-1.78,15.66,-11.97,0.63,0.32,0.31,-0.05,3930,498,3,,PitchingAssessment,L,2024-02-05 10:39:13,0.5055,2024-02-05 10:39:13.505500,0 days 00:00:00.505500,2,5,10,39,13,0,6
2482857,498_3,0.5083,3.48,-11.7,0.49,20.47,-3.02,-7.12,13.17,13.15,-11.31,-0.96,0.71,0.14,2.15,-0.95,0.1,20.25,5.51,-2.13,16.86,-12.45,0.71,0.2,0.36,-0.04,3930,498,3,,PitchingAssessment,L,2024-02-05 10:39:13,0.5083,2024-02-05 10:39:13.508300,0 days 00:00:00.508300,2,5,10,39,13,0,6
2482858,498_3,0.5111,6.67,-8.7,0.0,21.86,-3.44,-0.5,17.97,9.36,-8.56,-0.59,1.54,0.11,2.54,-1.42,-0.08,21.24,5.31,-2.16,17.7,-12.8,1.2,0.02,0.54,-0.03,3930,498,3,,PitchingAssessment,L,2024-02-05 10:39:13,0.5111,2024-02-05 10:39:13.511100,0 days 00:00:00.511100,2,5,10,39,13,0,6
2482859,498_3,0.5139,10.07,-5.09,-0.53,22.98,-3.35,6.31,22.63,5.61,-5.22,-0.21,2.35,0.07,3.31,-2.01,-0.34,21.61,4.69,-2.06,18.01,-12.7,1.85,-0.16,0.82,-0.01,3930,498,3,,PitchingAssessment,L,2024-02-05 10:39:13,0.5139,2024-02-05 10:39:13.513900,0 days 00:00:00.513900,2,5,10,39,13,0,6
2482860,498_3,0.5167,13.28,-1.24,-1.06,23.76,-2.71,12.59,26.66,2.36,-1.61,0.17,3.06,0.02,4.32,-2.46,-0.64,21.03,3.72,-2.09,17.69,-11.85,2.4,-0.3,1.15,0.02,3930,498,3,,PitchingAssessment,L,2024-02-05 10:39:13,0.5167,2024-02-05 10:39:13.516700,0 days 00:00:00.516700,2,5,10,39,13,0,6
2482861,498_3,0.5194,15.92,2.47,-1.52,24.14,-1.52,17.66,29.64,0.02,1.89,0.53,3.59,-0.03,5.4,-2.51,-0.94,19.28,2.44,-2.51,16.72,-10.0,2.59,-0.36,1.46,0.04,3930,498,3,,PitchingAssessment,L,2024-02-05 10:39:13,0.5194,2024-02-05 10:39:13.519400,0 days 00:00:00.519400,2,5,10,39,13,0,6
2482862,498_3,0.5222,17.62,5.64,-1.85,24.15,0.11,20.98,31.31,-1.12,4.91,0.84,3.87,-0.07,6.35,-1.96,-1.19,16.3,0.98,-3.51,15.18,-7.04,2.2,-0.33,1.7,0.07,3930,498,3,,PitchingAssessment,L,2024-02-05 10:39:13,0.5222,2024-02-05 10:39:13.522200,0 days 00:00:00.522200,2,5,10,39,13,0,6
2482863,498_3,0.525,18.15,7.91,-2.01,23.87,2.02,22.24,31.56,-0.91,7.13,1.09,3.87,-0.11,7.0,-0.7,-1.34,12.18,-0.52,-5.22,13.18,-3.04,1.11,-0.19,1.79,0.09,3930,498,3,,PitchingAssessment,L,2024-02-05 10:39:13,0.525,2024-02-05 10:39:13.525000,0 days 00:00:00.525000,2,5,10,39,13,0,6
2482864,498_3,0.5278,17.44,9.04,-1.98,23.43,4.02,21.36,30.49,0.62,8.29,1.26,3.61,-0.12,7.18,1.3,-1.34,7.13,-1.89,-7.59,10.85,1.76,-0.73,0.06,1.7,0.1,3930,498,3,,PitchingAssessment,L,2024-02-05 10:39:13,0.5278,2024-02-05 10:39:13.527800,0 days 00:00:00.527800,2,5,10,39,13,0,6
2482865,498_3,0.5306,15.57,8.91,-1.77,22.96,5.87,18.54,28.3,3.28,8.28,1.34,3.11,-0.12,6.81,3.96,-1.15,1.49,-2.92,-10.42,8.31,6.94,-3.27,0.42,1.4,0.09,3930,498,3,,PitchingAssessment,L,2024-02-05 10:39:13,0.5306,2024-02-05 10:39:13.530600,0 days 00:00:00.530600,2,5,10,39,13,0,6
2482866,498_3,0.5333,12.77,7.56,-1.42,22.52,7.39,14.14,25.31,6.72,7.12,1.3,2.43,-0.1,5.83,7.08,-0.77,-4.32,-3.42,-13.37,5.62,11.99,-6.32,0.9,0.89,0.07,3930,498,3,,PitchingAssessment,L,2024-02-05 10:39:13,0.5333,2024-02-05 10:39:13.533300,0 days 00:00:00.533300,2,5,10,39,13,0,6
2482867,498_3,0.5361,9.38,5.12,-0.98,22.14,8.41,8.66,21.81,10.55,4.93,1.13,1.64,-0.08,4.3,10.39,-0.2,-9.88,-3.25,-16.01,2.84,16.34,-9.63,1.49,0.2,0.02,3930,498,3,,PitchingAssessment,L,2024-02-05 10:39:13,0.5361,2024-02-05 10:39:13.536100,0 days 00:00:00.536100,2,5,10,39,13,0,6
2482868,498_3,0.5389,5.79,1.86,-0.49,21.76,8.83,2.61,18.04,14.33,1.94,0.82,0.83,-0.05,2.33,13.57,0.51,-14.72,-2.35,-17.94,0.08,19.45,-12.86,2.19,-0.61,-0.03,3930,498,3,,PitchingAssessment,L,2024-02-05 10:39:13,0.5389,2024-02-05 10:39:13.538900,0 days 00:00:00.538900,2,5,10,39,13,0,6
2482869,498_3,0.5417,2.36,-1.92,-0.04,21.26,8.64,-3.53,14.21,17.7,-1.58,0.38,0.05,-0.02,0.12,16.24,1.3,-18.35,-0.77,-18.84,-2.51,20.91,-15.65,2.98,-1.44,-0.1,3930,498,3,,PitchingAssessment,L,2024-02-05 10:39:13,0.5417,2024-02-05 10:39:13.541700,0 days 00:00:00.541700,2,5,10,39,13,0,6
2482870,498_3,0.5444,-0.59,-5.89,0.35,20.54,7.9,-9.34,10.42,20.38,-5.3,-0.17,-0.62,-0.01,-2.06,18.06,2.06,-20.3,1.3,-18.53,-4.61,20.47,-17.62,3.82,-2.17,-0.18,3930,498,3,,PitchingAssessment,L,2024-02-05 10:39:13,0.5444,2024-02-05 10:39:13.544400,0 days 00:00:00.544400,2,5,10,39,13,0,6
2482871,498_3,0.5472,-2.87,-9.75,0.62,19.53,6.72,-14.51,6.81,22.2,-8.95,-0.81,-1.16,0.0,-3.9,18.69,2.7,-20.09,3.57,-17.05,-5.82,18.06,-18.43,4.63,-2.7,-0.25,3930,498,3,,PitchingAssessment,L,2024-02-05 10:39:13,0.5472,2024-02-05 10:39:13.547200,0 days 00:00:00.547200,2,5,10,39,13,0,6
2482872,498_3,0.55,-4.37,-13.19,0.78,18.22,5.28,-18.8,3.47,23.15,-12.23,-1.46,-1.53,0.0,-5.1,17.86,3.09,-17.37,5.69,-14.59,-5.67,13.81,-17.79,5.3,-2.9,-0.3,3930,498,3,,PitchingAssessment,L,2024-02-05 10:39:13,0.55,2024-02-05 10:39:13.550000,0 days 00:00:00.550000,2,5,10,39,13,0,6
2482873,498_3,0.5528,-5.1,-15.97,0.83,16.69,3.75,-22.01,0.57,23.27,-14.9,-2.07,-1.71,0.0,-5.45,15.41,3.17,-11.94,7.27,-11.45,-3.77,8.03,-15.51,5.7,-2.7,-0.33,3930,498,3,,PitchingAssessment,L,2024-02-05 10:39:13,0.5528,2024-02-05 10:39:13.552800,0 days 00:00:00.552800,2,5,10,39,13,0,6
2482874,498_3,0.5556,-5.14,-17.89,0.81,15.06,2.32,-24.0,-1.73,22.69,-16.77,-2.56,-1.72,-0.01,-4.87,11.28,2.91,-3.92,7.97,-7.95,0.07,1.18,-11.55,5.67,-2.06,-0.32,3930,498,3,,PitchingAssessment,L,2024-02-05 10:39:13,0.5556,2024-02-05 10:39:13.555600,0 days 00:00:00.555600,2,5,10,39,13,0,6
2482875,498_3,0.5583,-4.62,-18.81,0.73,13.51,1.15,-24.71,-3.29,21.56,-17.7,-2.86,-1.58,-0.01,-3.46,5.58,2.31,6.24,7.6,-4.33,5.67,-6.21,-6.03,5.09,-1.03,-0.28,3930,498,3,,PitchingAssessment,L,2024-02-05 10:39:13,0.5583,2024-02-05 10:39:13.558300,0 days 00:00:00.558300,2,5,10,39,13,0,6
2482876,498_3,0.5611,-3.68,-18.69,0.64,12.16,0.33,-24.12,-4.0,20.04,-17.63,-2.92,-1.3,-0.01,-1.49,-1.43,1.44,17.73,6.12,-0.72,12.52,-13.55,0.77,3.89,0.31,-0.21,3930,498,3,,PitchingAssessment,L,2024-02-05 10:39:13,0.5611,2024-02-05 10:39:13.561100,0 days 00:00:00.561100,2,5,10,39,13,0,6
2482877,498_3,0.5639,-2.46,-17.57,0.55,11.13,-0.07,-22.33,-3.83,18.27,-16.61,-2.74,-0.92,0.0,0.68,-9.27,0.41,29.43,3.67,2.86,19.75,-20.3,8.39,2.11,1.81,-0.11,3930,498,3,,PitchingAssessment,L,2024-02-05 10:39:13,0.5639,2024-02-05 10:39:13.563900,0 days 00:00:00.563900,2,5,10,39,13,0,6
2482878,498_3,0.5667,-1.06,-15.58,0.46,10.43,-0.09,-19.53,-2.87,16.36,-14.75,-2.34,-0.48,0.02,2.68,-17.35,-0.68,40.12,0.61,6.43,26.36,-25.98,16.21,-0.13,3.3,0.02,3930,498,3,,PitchingAssessment,L,2024-02-05 10:39:13,0.5667,2024-02-05 10:39:13.566700,0 days 00:00:00.566700,2,5,10,39,13,0,6
2482879,498_3,0.5694,0.45,-12.92,0.38,10.0,0.23,-15.99,-1.32,14.42,-12.25,-1.77,-0.02,0.05,4.28,-24.94,-1.71,48.68,-2.63,9.99,31.4,-30.27,23.54,-2.57,4.67,0.14,3930,498,3,,PitchingAssessment,L,2024-02-05 10:39:13,0.5694,2024-02-05 10:39:13.569400,0 days 00:00:00.569400,2,5,10,39,13,0,6
2482880,498_3,0.5722,1.99,-9.85,0.3,9.73,0.78,-12.02,0.59,12.47,-9.36,-1.12,0.44,0.07,5.44,-31.29,-2.61,54.26,-5.56,13.41,34.2,-32.95,29.68,-4.93,5.81,0.26,3930,498,3,,PitchingAssessment,L,2024-02-05 10:39:13,0.5722,2024-02-05 10:39:13.572200,0 days 00:00:00.572200,2,5,10,39,13,0,6
2482881,498_3,0.575,3.52,-6.63,0.19,9.47,1.41,-7.96,2.56,10.54,-6.31,-0.45,0.85,0.09,6.33,-35.72,-3.34,56.46,-7.78,16.41,34.52,-33.99,33.99,-6.84,6.68,0.36,3930,498,3,,PitchingAssessment,L,2024-02-05 10:39:13,0.575,2024-02-05 10:39:13.575000,0 days 00:00:00.575000,2,5,10,39,13,0,6
2482882,498_3,0.5778,4.98,-3.48,0.05,9.08,2.02,-4.07,4.35,8.62,-3.35,0.16,1.2,0.1,7.22,-37.68,-3.9,55.35,-8.98,18.57,32.62,-33.46,35.99,-8.03,7.3,0.43,3930,498,3,,PitchingAssessment,L,2024-02-05 10:39:13,0.5778,2024-02-05 10:39:13.577800,0 days 00:00:00.577800,2,5,10,39,13,0,6
2482883,498_3,0.5806,6.29,-0.6,-0.11,8.45,2.5,-0.57,5.76,6.71,-0.66,0.67,1.46,0.09,8.37,-36.9,-4.27,51.42,-9.08,19.39,29.13,-31.51,35.43,-8.29,7.68,0.46,3930,498,3,,PitchingAssessment,L,2024-02-05 10:39:13,0.5806,2024-02-05 10:39:13.580600,0 days 00:00:00.580600,2,5,10,39,13,0,6
2482884,498_3,0.5833,7.35,1.89,-0.3,7.55,2.8,2.41,6.69,4.82,1.67,1.05,1.61,0.08,9.88,-33.37,-4.46,45.44,-8.13,18.46,24.92,-28.36,32.3,-7.54,7.86,0.45,3930,498,3,,PitchingAssessment,L,2024-02-05 10:39:13,0.5833,2024-02-05 10:39:13.583300,0 days 00:00:00.583300,2,5,10,39,13,0,6
2482885,498_3,0.5861,8.09,3.93,-0.49,6.39,2.91,4.8,7.14,3.0,3.56,1.32,1.66,0.05,11.66,-27.43,-4.46,38.33,-6.38,15.54,20.87,-24.28,26.9,-5.88,7.82,0.4,3930,498,3,,PitchingAssessment,L,2024-02-05 10:39:13,0.5861,2024-02-05 10:39:13.586100,0 days 00:00:00.586100,2,5,10,39,13,0,6
2482886,498_3,0.5889,8.44,5.53,-0.68,5.1,2.87,6.61,7.18,1.33,5.03,1.51,1.61,0.02,13.4,-19.7,-4.24,30.93,-4.17,10.7,17.67,-19.54,19.8,-3.54,7.55,0.33,3930,498,3,,PitchingAssessment,L,2024-02-05 10:39:13,0.5889,2024-02-05 10:39:13.588900,0 days 00:00:00.588900,2,5,10,39,13,0,6
