jointmoment_id,session_trial,time,elbow_moment_x,elbow_moment_y,elbow_moment_z,shoulder_thorax_moment_x,shoulder_thorax_moment_y,shoulder_thorax_moment_z,shoulder_upper_arm_moment_x,shoulder_upper_arm_moment_y,shoulder_upper_arm_moment_z,wrist_moment_x,wrist_moment_y,wrist_moment_z,glove_elbow_moment_x,glove_elbow_moment_y,glove_elbow_moment_z,glove_shoulder_glove_upper_arm_moment_x,glove_shoulder_glove_upper_arm_moment_y,glove_shoulder_glove_upper_arm_moment_z,glove_shoulder_thorax_moment_x,glove_shoulder_thorax_moment_y,glove_shoulder_thorax_moment_z,glove_wrist_moment_x,glove_wrist_moment_y,glove_wrist_moment_z,trials_id,session,trial,pitch_type,session_type,handedness,extracted_datetime,time_offset,ongoing_datetime,duration_from_start,extracted_month,extracted_day,extracted_hour,extracted_minute,extracted_second,extracted_weekday,extracted_week
2481246,498_1,0.0,-37.01,17.97,2.13,-69.08,-21.62,-8.16,-61.09,35.69,17.96,3.84,-6.75,0.34,-38.69,86.6,-5.2,-119.15,36.76,26.34,-66.9,-65.63,-86.07,19.91,-4.3,-1.63,3928,498,1,,PitchingAssessment,R,2024-02-05 10:38:32,0.0,2024-02-05 10:38:32.000000,0 days 00:00:00,2,5,10,38,32,0,6
2481247,498_1,0.0028,-20.41,4.6,1.51,-33.14,-14.7,-2.29,-31.76,17.42,4.57,0.81,-4.12,0.18,-21.63,50.75,-3.92,-63.72,22.7,17.8,-35.2,-33.12,-50.34,12.17,-2.36,-1.13,3928,498,1,,PitchingAssessment,R,2024-02-05 10:38:32,0.0028,2024-02-05 10:38:32.002800,0 days 00:00:00.002800,2,5,10,38,32,0,6
2481248,498_1,0.0055,-7.9,-4.87,0.92,-6.63,-9.18,1.91,-9.86,3.94,-4.91,-1.36,-2.09,0.07,-8.66,22.72,-2.84,-21.18,11.46,10.88,-11.02,-8.32,-22.41,6.11,-0.9,-0.73,3928,498,1,,PitchingAssessment,R,2024-02-05 10:38:32,0.0055,2024-02-05 10:38:32.005500,0 days 00:00:00.005500,2,5,10,38,32,0,6
2481249,498_1,0.0083,0.57,-10.56,0.39,10.75,-5.09,4.38,4.74,-5.02,-10.61,-2.7,-0.67,0.01,0.18,2.51,-1.96,8.47,3.08,5.59,5.66,8.76,-2.28,1.74,0.08,-0.42,3928,498,1,,PitchingAssessment,R,2024-02-05 10:38:32,0.0083,2024-02-05 10:38:32.008300,0 days 00:00:00.008300,2,5,10,38,32,0,6
2481250,498_1,0.0111,5.43,-12.98,-0.06,20.21,-2.36,5.25,12.87,-10.14,-13.04,-3.29,0.2,-0.01,5.25,-10.57,-1.26,26.43,-2.66,1.8,15.54,18.85,10.72,-1.11,0.6,-0.19,3928,498,1,,PitchingAssessment,R,2024-02-05 10:38:32,0.0111,2024-02-05 10:38:32.011100,0 days 00:00:00.011100,2,5,10,38,32,0,6
2481251,498_1,0.0139,7.35,-12.87,-0.41,23.47,-0.82,4.74,15.82,-12.38,-12.93,-3.3,0.63,0.0,7.16,-17.7,-0.7,34.71,-6.17,-0.73,19.83,23.15,17.79,-2.68,0.73,-0.04,3928,498,1,,PitchingAssessment,R,2024-02-05 10:38:32,0.0139,2024-02-05 10:38:32.013900,0 days 00:00:00.013900,2,5,10,38,32,0,6
2481252,498_1,0.0167,7.13,-11.07,-0.64,22.44,-0.22,3.2,15.08,-12.7,-11.12,-2.9,0.71,0.03,6.71,-20.28,-0.24,35.73,-7.89,-2.28,19.98,23.11,20.31,-3.29,0.56,0.07,3928,498,1,,PitchingAssessment,R,2024-02-05 10:38:32,0.0167,2024-02-05 10:38:32.016700,0 days 00:00:00.016700,2,5,10,38,32,0,6
2481253,498_1,0.0194,5.54,-8.36,-0.74,18.94,-0.28,1.04,12.09,-11.96,-8.39,-2.25,0.56,0.06,4.76,-19.74,0.13,31.94,-8.29,-3.16,17.46,20.18,19.72,-3.25,0.2,0.14,3928,498,1,,PitchingAssessment,R,2024-02-05 10:38:32,0.0194,2024-02-05 10:38:32.019400,0 days 00:00:00.019400,2,5,10,38,32,0,6
2481254,498_1,0.0222,3.27,-5.38,-0.73,14.44,-0.68,-1.33,8.17,-10.76,-5.4,-1.5,0.27,0.08,2.15,-17.39,0.47,25.62,-7.82,-3.59,13.6,15.74,17.3,-2.85,-0.25,0.2,3928,498,1,,PitchingAssessment,R,2024-02-05 10:38:32,0.0222,2024-02-05 10:38:32.022200,0 days 00:00:00.022200,2,5,10,38,32,0,6
2481255,498_1,0.025,0.87,-2.61,-0.63,10.03,-1.12,-3.51,4.33,-9.49,-2.6,-0.76,-0.06,0.09,-0.45,-14.26,0.77,18.58,-6.87,-3.76,9.47,10.92,14.12,-2.32,-0.7,0.24,3928,498,1,,PitchingAssessment,R,2024-02-05 10:38:32,0.025,2024-02-05 10:38:32.025000,0 days 00:00:00.025000,2,5,10,38,32,0,6
2481256,498_1,0.0278,-1.24,-0.35,-0.45,6.42,-1.34,-5.18,1.32,-8.32,-0.31,-0.1,-0.37,0.09,-2.49,-11.16,1.05,12.17,-5.77,-3.77,5.8,6.6,10.96,-1.83,-1.09,0.28,3928,498,1,,PitchingAssessment,R,2024-02-05 10:38:32,0.0278,2024-02-05 10:38:32.027800,0 days 00:00:00.027800,2,5,10,38,32,0,6
2481257,498_1,0.0306,-2.79,1.24,-0.25,3.96,-1.14,-6.1,-0.44,-7.27,1.31,0.41,-0.59,0.07,-3.67,-8.58,1.3,7.2,-4.8,-3.62,2.95,3.33,8.34,-1.48,-1.38,0.33,3928,498,1,,PitchingAssessment,R,2024-02-05 10:38:32,0.0306,2024-02-05 10:38:32.030600,0 days 00:00:00.030600,2,5,10,38,32,0,6
2481258,498_1,0.0333,-3.61,2.11,-0.04,2.73,-0.48,-6.15,-0.8,-6.31,2.19,0.73,-0.69,0.04,-3.87,-6.78,1.54,4.0,-4.19,-3.31,1.03,1.41,6.49,-1.32,-1.53,0.37,3928,498,1,,PitchingAssessment,R,2024-02-05 10:38:32,0.0333,2024-02-05 10:38:32.033300,0 days 00:00:00.033300,2,5,10,38,32,0,6
2481259,498_1,0.0361,-3.69,2.26,0.12,2.62,0.6,-5.32,0.14,-5.37,2.36,0.85,-0.65,0.01,-3.19,-5.8,1.75,2.54,-4.03,-2.8,-0.09,0.87,5.47,-1.32,-1.56,0.42,3928,498,1,,PitchingAssessment,R,2024-02-05 10:38:32,0.0361,2024-02-05 10:38:32.036100,0 days 00:00:00.036100,2,5,10,38,32,0,6
2481260,498_1,0.0389,-3.1,1.81,0.24,3.42,1.98,-3.75,2.1,-4.44,1.9,0.78,-0.45,-0.03,-1.8,-5.54,1.92,2.53,-4.37,-2.06,-0.61,1.55,5.18,-1.46,-1.49,0.46,3928,498,1,,PitchingAssessment,R,2024-02-05 10:38:32,0.0389,2024-02-05 10:38:32.038900,0 days 00:00:00.038900,2,5,10,38,32,0,6
2481261,498_1,0.0417,-1.98,0.92,0.28,4.79,3.46,-1.72,4.67,-3.53,1.0,0.55,-0.14,-0.06,-0.01,-5.82,2.04,3.57,-5.13,-1.12,-0.76,3.16,5.43,-1.66,-1.34,0.49,3928,498,1,,PitchingAssessment,R,2024-02-05 10:38:32,0.0417,2024-02-05 10:38:32.041700,0 days 00:00:00.041700,2,5,10,38,32,0,6
2481262,498_1,0.0444,-0.59,-0.17,0.24,6.39,4.87,0.45,7.39,-2.7,-0.11,0.22,0.23,-0.08,1.92,-6.41,2.09,5.24,-6.17,-0.02,-0.71,5.36,6.02,-1.85,-1.14,0.51,3928,498,1,,PitchingAssessment,R,2024-02-05 10:38:32,0.0444,2024-02-05 10:38:32.044400,0 days 00:00:00.044400,2,5,10,38,32,0,6
2481263,498_1,0.0472,0.82,-1.19,0.14,7.88,6.06,2.38,9.83,-2.02,-1.16,-0.11,0.59,-0.09,3.71,-7.1,2.05,7.17,-7.31,1.14,-0.56,7.78,6.72,-1.99,-0.93,0.5,3928,498,1,,PitchingAssessment,R,2024-02-05 10:38:32,0.0472,2024-02-05 10:38:32.047200,0 days 00:00:00.047200,2,5,10,38,32,0,6
2481264,498_1,0.05,1.99,-1.88,-0.01,8.98,6.95,3.76,11.64,-1.54,-1.88,-0.37,0.87,-0.08,5.16,-7.72,1.91,9.05,-8.35,2.26,-0.35,10.11,7.38,-2.04,-0.73,0.47,3928,498,1,,PitchingAssessment,R,2024-02-05 10:38:32,0.05,2024-02-05 10:38:32.050000,0 days 00:00:00.050000,2,5,10,38,32,0,6
2481265,498_1,0.0528,2.73,-2.04,-0.19,9.5,7.53,4.36,12.64,-1.3,-2.08,-0.49,1.0,-0.06,6.13,-8.13,1.64,10.66,-9.1,3.24,-0.07,12.07,7.83,-1.98,-0.55,0.41,3928,498,1,,PitchingAssessment,R,2024-02-05 10:38:32,0.0528,2024-02-05 10:38:32.052800,0 days 00:00:00.052800,2,5,10,38,32,0,6
2481266,498_1,0.0556,2.94,-1.58,-0.37,9.39,7.84,4.14,12.8,-1.29,-1.66,-0.43,0.95,-0.03,6.57,-8.18,1.25,11.84,-9.39,4.02,0.3,13.45,7.97,-1.8,-0.42,0.33,3928,498,1,,PitchingAssessment,R,2024-02-05 10:38:32,0.0556,2024-02-05 10:38:32.055600,0 days 00:00:00.055600,2,5,10,38,32,0,6
2481267,498_1,0.0583,2.63,-0.58,-0.53,8.72,7.95,3.2,12.22,-1.47,-0.69,-0.2,0.74,0.02,6.45,-7.79,0.76,12.45,-9.12,4.53,0.76,14.11,7.68,-1.53,-0.33,0.21,3928,498,1,,PitchingAssessment,R,2024-02-05 10:38:32,0.0583,2024-02-05 10:38:32.058300,0 days 00:00:00.058300,2,5,10,38,32,0,6
2481268,498_1,0.0611,1.93,0.76,-0.67,7.67,7.91,1.79,11.15,-1.78,0.61,0.15,0.42,0.06,5.79,-6.87,0.19,12.39,-8.18,4.8,1.31,13.93,6.88,-1.15,-0.29,0.08,3928,498,1,,PitchingAssessment,R,2024-02-05 10:38:32,0.0611,2024-02-05 10:38:32.061100,0 days 00:00:00.061100,2,5,10,38,32,0,6
2481269,498_1,0.0639,1.03,2.14,-0.77,6.49,7.74,0.25,9.83,-2.13,1.96,0.52,0.04,0.1,4.67,-5.38,-0.4,11.62,-6.55,4.82,1.93,12.9,5.52,-0.68,-0.3,-0.06,3928,498,1,,PitchingAssessment,R,2024-02-05 10:38:32,0.0639,2024-02-05 10:38:32.063900,0 days 00:00:00.063900,2,5,10,38,32,0,6
2481270,498_1,0.0667,0.13,3.23,-0.83,5.43,7.44,-1.09,8.54,-2.43,3.04,0.83,-0.3,0.13,3.16,-3.33,-0.97,10.15,-4.25,4.65,2.61,11.06,3.6,-0.13,-0.36,-0.2,3928,498,1,,PitchingAssessment,R,2024-02-05 10:38:32,0.0667,2024-02-05 10:38:32.066700,0 days 00:00:00.066700,2,5,10,38,32,0,6
2481271,498_1,0.0694,-0.6,3.78,-0.84,4.66,7.02,-1.96,7.46,-2.64,3.59,0.99,-0.56,0.15,1.41,-0.84,-1.44,8.13,-1.37,4.29,3.35,8.53,1.23,0.46,-0.45,-0.32,3928,498,1,,PitchingAssessment,R,2024-02-05 10:38:32,0.0694,2024-02-05 10:38:32.069400,0 days 00:00:00.069400,2,5,10,38,32,0,6
2481272,498_1,0.0722,-1.07,3.67,-0.8,4.3,6.49,-2.22,6.71,-2.71,3.49,0.98,-0.68,0.15,-0.46,1.87,-1.77,5.78,1.89,3.76,4.17,5.55,-1.39,1.03,-0.57,-0.4,3928,498,1,,PitchingAssessment,R,2024-02-05 10:38:32,0.0722,2024-02-05 10:38:32.072200,0 days 00:00:00.072200,2,5,10,38,32,0,6
2481273,498_1,0.075,-1.26,2.94,-0.7,4.35,5.91,-1.89,6.36,-2.64,2.8,0.79,-0.68,0.14,-2.27,4.46,-1.9,3.42,5.24,3.06,5.1,2.4,-3.93,1.54,-0.72,-0.45,3928,498,1,,PitchingAssessment,R,2024-02-05 10:38:32,0.075,2024-02-05 10:38:32.075000,0 days 00:00:00.075000,2,5,10,38,32,0,6
2481274,498_1,0.0778,-1.23,1.8,-0.55,4.71,5.38,-1.11,6.37,-2.44,1.71,0.5,-0.56,0.11,-3.88,6.57,-1.84,1.41,8.34,2.16,6.12,-0.57,-6.04,1.9,-0.87,-0.46,3928,498,1,,PitchingAssessment,R,2024-02-05 10:38:32,0.0778,2024-02-05 10:38:32.077800,0 days 00:00:00.077800,2,5,10,38,32,0,6
2481275,498_1,0.0806,-1.07,0.51,-0.35,5.26,5.01,-0.09,6.71,-2.15,0.47,0.16,-0.39,0.07,-5.15,7.86,-1.59,0.06,10.84,1.07,7.2,-3.06,-7.39,2.04,-1.01,-0.41,3928,498,1,,PitchingAssessment,R,2024-02-05 10:38:32,0.0806,2024-02-05 10:38:32.080600,0 days 00:00:00.080600,2,5,10,38,32,0,6
2481276,498_1,0.0833,-0.89,-0.66,-0.12,5.88,4.87,0.92,7.29,-1.85,-0.63,-0.13,-0.21,0.02,-5.99,8.13,-1.2,-0.47,12.48,-0.16,8.27,-4.82,-7.77,1.94,-1.12,-0.33,3928,498,1,,PitchingAssessment,R,2024-02-05 10:38:32,0.0833,2024-02-05 10:38:32.083300,0 days 00:00:00.083300,2,5,10,38,32,0,6
2481277,498_1,0.0861,-0.76,-1.52,0.13,6.46,4.98,1.73,8.0,-1.6,-1.43,-0.32,-0.05,-0.03,-6.4,7.35,-0.74,-0.15,13.1,-1.47,9.22,-5.75,-7.12,1.6,-1.2,-0.22,3928,498,1,,PitchingAssessment,R,2024-02-05 10:38:32,0.0861,2024-02-05 10:38:32.086100,0 days 00:00:00.086100,2,5,10,38,32,0,6
2481278,498_1,0.0889,-0.71,-2.01,0.36,6.95,5.26,2.23,8.7,-1.47,-1.87,-0.42,0.08,-0.07,-6.43,5.72,-0.27,0.82,12.74,-2.74,9.92,-5.89,-5.64,1.1,-1.24,-0.11,3928,498,1,,PitchingAssessment,R,2024-02-05 10:38:32,0.0889,2024-02-05 10:38:32.088900,0 days 00:00:00.088900,2,5,10,38,32,0,6
2481279,498_1,0.0917,-0.72,-2.2,0.57,7.34,5.58,2.38,9.27,-1.52,-2.0,-0.43,0.16,-0.11,-6.18,3.59,0.14,2.13,11.58,-3.84,10.26,-5.41,-3.64,0.51,-1.24,0.0,3928,498,1,,PitchingAssessment,R,2024-02-05 10:38:32,0.0917,2024-02-05 10:38:32.091700,0 days 00:00:00.091700,2,5,10,38,32,0,6
2481280,498_1,0.0944,-0.76,-2.21,0.71,7.62,5.73,2.24,9.56,-1.76,-1.97,-0.41,0.21,-0.13,-5.79,1.37,0.45,3.42,9.91,-4.65,10.18,-4.58,-1.52,-0.06,-1.21,0.09,3928,498,1,,PitchingAssessment,R,2024-02-05 10:38:32,0.0944,2024-02-05 10:38:32.094400,0 days 00:00:00.094400,2,5,10,38,32,0,6
2481281,498_1,0.0972,-0.76,-2.21,0.79,7.77,5.56,1.92,9.45,-2.13,-1.94,-0.41,0.25,-0.14,-5.36,-0.55,0.64,4.39,8.08,-5.12,9.68,-3.66,0.33,-0.51,-1.16,0.14,3928,498,1,,PitchingAssessment,R,2024-02-05 10:38:32,0.0972,2024-02-05 10:38:32.097200,0 days 00:00:00.097200,2,5,10,38,32,0,6
2481282,498_1,0.1,-0.68,-2.3,0.8,7.72,4.96,1.55,8.86,-2.54,-2.0,-0.45,0.29,-0.15,-4.96,-1.91,0.71,4.84,6.39,-5.25,8.87,-2.89,1.67,-0.8,-1.1,0.17,3928,498,1,,PitchingAssessment,R,2024-02-05 10:38:32,0.1,2024-02-05 10:38:32.100000,0 days 00:00:00.100000,2,5,10,38,32,0,6
2481283,498_1,0.1028,-0.5,-2.5,0.73,7.4,3.94,1.22,7.79,-2.86,-2.19,-0.55,0.34,-0.14,-4.57,-2.64,0.69,4.77,5.03,-5.11,7.88,-2.37,2.42,-0.93,-1.03,0.17,3928,498,1,,PitchingAssessment,R,2024-02-05 10:38:32,0.1028,2024-02-05 10:38:32.102800,0 days 00:00:00.102800,2,5,10,38,32,0,6
2481284,498_1,0.1056,-0.22,-2.72,0.59,6.7,2.62,1.0,6.26,-2.95,-2.44,-0.68,0.4,-0.12,-4.16,-2.85,0.61,4.32,4.08,-4.8,6.87,-2.12,2.66,-0.94,-0.94,0.15,3928,498,1,,PitchingAssessment,R,2024-02-05 10:38:32,0.1056,2024-02-05 10:38:32.105600,0 days 00:00:00.105600,2,5,10,38,32,0,6
2481285,498_1,0.1083,0.13,-2.83,0.39,5.56,1.19,0.88,4.42,-2.72,-2.6,-0.79,0.47,-0.09,-3.66,-2.76,0.5,3.73,3.43,-4.43,5.96,-2.01,2.6,-0.9,-0.84,0.13,3928,498,1,,PitchingAssessment,R,2024-02-05 10:38:32,0.1083,2024-02-05 10:38:32.108300,0 days 00:00:00.108300,2,5,10,38,32,0,6
2481286,498_1,0.1111,0.52,-2.61,0.13,3.96,-0.12,0.79,2.4,-2.14,-2.49,-0.8,0.55,-0.06,-3.02,-2.63,0.39,3.22,2.92,-4.04,5.18,-1.88,2.48,-0.88,-0.73,0.11,3928,498,1,,PitchingAssessment,R,2024-02-05 10:38:32,0.1111,2024-02-05 10:38:32.111100,0 days 00:00:00.111100,2,5,10,38,32,0,6
2481287,498_1,0.1139,0.92,-1.89,-0.18,1.95,-1.07,0.62,0.41,-1.25,-1.93,-0.66,0.63,-0.02,-2.25,-2.65,0.29,2.98,2.32,-3.64,4.5,-1.52,2.49,-0.9,-0.61,0.09,3928,498,1,,PitchingAssessment,R,2024-02-05 10:38:32,0.1139,2024-02-05 10:38:32.113900,0 days 00:00:00.113900,2,5,10,38,32,0,6
2481288,498_1,0.1167,1.26,-0.54,-0.51,-0.37,-1.49,0.27,-1.39,-0.13,-0.8,-0.31,0.69,0.02,-1.38,-2.91,0.22,3.07,1.48,-3.18,3.84,-0.82,2.72,-0.99,-0.48,0.08,3928,498,1,,PitchingAssessment,R,2024-02-05 10:38:32,0.1167,2024-02-05 10:38:32.116700,0 days 00:00:00.116700,2,5,10,38,32,0,6
2481289,498_1,0.1194,1.47,1.43,-0.85,-2.85,-1.31,-0.35,-2.87,1.06,0.93,0.24,0.72,0.06,-0.5,-3.38,0.15,3.46,0.32,-2.59,3.12,0.27,3.14,-1.11,-0.36,0.08,3928,498,1,,PitchingAssessment,R,2024-02-05 10:38:32,0.1194,2024-02-05 10:38:32.119400,0 days 00:00:00.119400,2,5,10,38,32,0,6
2481290,498_1,0.1222,1.46,3.9,-1.16,-5.27,-0.57,-1.26,-3.95,2.17,3.14,0.97,0.69,0.1,0.31,-3.91,0.08,4.03,-1.08,-1.82,2.32,1.71,3.65,-1.22,-0.24,0.08,3928,498,1,,PitchingAssessment,R,2024-02-05 10:38:32,0.1222,2024-02-05 10:38:32.122200,0 days 00:00:00.122200,2,5,10,38,32,0,6
2481291,498_1,0.125,1.13,6.57,-1.39,-7.39,0.56,-2.4,-4.58,3.06,5.56,1.78,0.56,0.13,1.0,-4.34,-0.01,4.66,-2.55,-0.85,1.47,3.33,4.07,-1.25,-0.12,0.06,3928,498,1,,PitchingAssessment,R,2024-02-05 10:38:32,0.125,2024-02-05 10:38:32.125000,0 days 00:00:00.125000,2,5,10,38,32,0,6
2481292,498_1,0.1278,0.4,8.99,-1.5,-8.93,1.84,-3.58,-4.77,3.59,7.82,2.55,0.31,0.15,1.54,-4.52,-0.14,5.27,-3.88,0.27,0.68,4.99,4.27,-1.18,0.01,0.04,3928,498,1,,PitchingAssessment,R,2024-02-05 10:38:32,0.1278,2024-02-05 10:38:32.127800,0 days 00:00:00.127800,2,5,10,38,32,0,6
2481293,498_1,0.1306,-0.77,10.68,-1.46,-9.63,2.98,-4.6,-4.53,3.66,9.46,3.11,-0.07,0.15,1.93,-4.37,-0.29,5.81,-4.85,1.46,0.09,6.51,4.18,-1.01,0.16,0.01,3928,498,1,,PitchingAssessment,R,2024-02-05 10:38:32,0.1306,2024-02-05 10:38:32.130600,0 days 00:00:00.130600,2,5,10,38,32,0,6
2481294,498_1,0.1333,-2.34,11.15,-1.22,-9.22,3.69,-5.19,-3.87,3.22,10.04,3.33,-0.58,0.14,2.2,-3.88,-0.47,6.28,-5.33,2.62,-0.18,7.76,3.8,-0.74,0.32,-0.03,3928,498,1,,PitchingAssessment,R,2024-02-05 10:38:32,0.1333,2024-02-05 10:38:32.133300,0 days 00:00:00.133300,2,5,10,38,32,0,6
2481295,498_1,0.1361,-4.16,10.05,-0.8,-7.56,3.82,-5.15,-2.78,2.27,9.25,3.09,-1.19,0.11,2.36,-3.13,-0.65,6.69,-5.28,3.65,-0.07,8.68,3.16,-0.41,0.48,-0.07,3928,498,1,,PitchingAssessment,R,2024-02-05 10:38:32,0.1361,2024-02-05 10:38:32.136100,0 days 00:00:00.136100,2,5,10,38,32,0,6
2481296,498_1,0.1389,-6.03,7.3,-0.22,-4.62,3.31,-4.36,-1.26,0.86,6.96,2.36,-1.82,0.07,2.37,-2.19,-0.82,7.03,-4.75,4.49,0.39,9.24,2.35,-0.07,0.62,-0.12,3928,498,1,,PitchingAssessment,R,2024-02-05 10:38:32,0.1389,2024-02-05 10:38:32.138900,0 days 00:00:00.138900,2,5,10,38,32,0,6
2481297,498_1,0.1417,-7.65,3.06,0.45,-0.55,2.28,-2.83,0.69,-0.88,3.33,1.19,-2.39,0.02,2.18,-1.15,-0.94,7.24,-3.86,5.13,1.06,9.44,1.43,0.26,0.71,-0.15,3928,498,1,,PitchingAssessment,R,2024-02-05 10:38:32,0.1417,2024-02-05 10:38:32.141700,0 days 00:00:00.141700,2,5,10,38,32,0,6
2481298,498_1,0.1444,-8.77,-2.16,1.12,4.27,0.95,-0.72,2.98,-2.76,-1.22,-0.3,-2.83,-0.04,1.72,-0.05,-0.98,7.23,-2.75,5.59,1.77,9.29,0.42,0.57,0.7,-0.18,3928,498,1,,PitchingAssessment,R,2024-02-05 10:38:32,0.1444,2024-02-05 10:38:32.144400,0 days 00:00:00.144400,2,5,10,38,32,0,6
2481299,498_1,0.1472,-9.17,-7.67,1.72,9.33,-0.39,1.68,5.47,-4.59,-6.09,-1.88,-3.07,-0.09,0.94,1.09,-0.93,6.89,-1.54,5.9,2.36,8.8,-0.66,0.85,0.56,-0.19,3928,498,1,,PitchingAssessment,R,2024-02-05 10:38:32,0.1472,2024-02-05 10:38:32.147200,0 days 00:00:00.147200,2,5,10,38,32,0,6
2481300,498_1,0.15,-8.76,-12.66,2.14,14.02,-1.45,4.01,7.95,-6.16,-10.56,-3.34,-3.05,-0.14,-0.18,2.27,-0.77,6.14,-0.32,6.09,2.71,7.98,-1.82,1.1,0.3,-0.18,3928,498,1,,PitchingAssessment,R,2024-02-05 10:38:32,0.15,2024-02-05 10:38:32.150000,0 days 00:00:00.150000,2,5,10,38,32,0,6
2481301,498_1,0.1528,-7.56,-16.39,2.33,17.74,-2.04,5.87,10.11,-7.32,-13.98,-4.45,-2.77,-0.16,-1.54,3.45,-0.52,5.02,0.89,6.16,2.81,6.85,-3.01,1.35,-0.08,-0.16,3928,498,1,,PitchingAssessment,R,2024-02-05 10:38:32,0.1528,2024-02-05 10:38:32.152800,0 days 00:00:00.152800,2,5,10,38,32,0,6
2481302,498_1,0.1556,-5.73,-18.3,2.26,20.02,-2.06,6.94,11.71,-7.99,-15.83,-5.03,-2.28,-0.18,-2.99,4.57,-0.18,3.63,2.11,6.07,2.76,5.45,-4.16,1.58,-0.52,-0.13,3928,498,1,,PitchingAssessment,R,2024-02-05 10:38:32,0.1556,2024-02-05 10:38:32.155600,0 days 00:00:00.155600,2,5,10,38,32,0,6
2481303,498_1,0.1583,-3.51,-18.09,1.93,20.61,-1.5,7.02,12.53,-8.14,-15.85,-5.01,-1.62,-0.17,-4.33,5.52,0.19,2.21,3.38,5.73,2.77,3.86,-5.17,1.78,-0.95,-0.09,3928,498,1,,PitchingAssessment,R,2024-02-05 10:38:32,0.1583,2024-02-05 10:38:32.158300,0 days 00:00:00.158300,2,5,10,38,32,0,6
2481304,498_1,0.1611,-1.18,-15.8,1.38,19.46,-0.45,6.07,12.5,-7.79,-14.05,-4.39,-0.89,-0.14,-5.34,6.15,0.55,1.03,4.76,5.06,3.07,2.15,-5.87,1.93,-1.3,-0.04,3928,498,1,,PitchingAssessment,R,2024-02-05 10:38:32,0.1611,2024-02-05 10:38:32.161100,0 days 00:00:00.161100,2,5,10,38,32,0,6
2481305,498_1,0.1639,0.95,-11.74,0.69,16.8,0.98,4.22,11.67,-7.03,-10.69,-3.25,-0.2,-0.1,-5.85,6.37,0.85,0.34,6.29,4.0,3.88,0.44,-6.17,2.0,-1.51,0.0,3928,498,1,,PitchingAssessment,R,2024-02-05 10:38:32,0.1639,2024-02-05 10:38:32.163900,0 days 00:00:00.163900,2,5,10,38,32,0,6
2481306,498_1,0.1667,2.58,-6.44,-0.05,12.99,2.64,1.75,10.2,-5.92,-6.21,-1.75,0.37,-0.05,-5.76,6.12,1.05,0.28,7.94,2.55,5.27,-1.18,-5.99,1.96,-1.55,0.04,3928,498,1,,PitchingAssessment,R,2024-02-05 10:38:32,0.1667,2024-02-05 10:38:32.166700,0 days 00:00:00.166700,2,5,10,38,32,0,6
2481307,498_1,0.1694,3.44,-0.53,-0.74,8.46,4.4,-0.96,8.34,-4.5,-1.16,-0.08,0.71,0.0,-5.14,5.46,1.13,0.83,9.64,0.78,7.17,-2.65,-5.37,1.83,-1.4,0.07,3928,498,1,,PitchingAssessment,R,2024-02-05 10:38:32,0.1694,2024-02-05 10:38:32.169400,0 days 00:00:00.169400,2,5,10,38,32,0,6
2481308,498_1,0.1722,3.33,5.34,-1.29,3.67,6.14,-3.55,6.32,-2.83,3.91,1.58,0.77,0.04,-4.15,4.51,1.09,1.83,11.27,-1.12,9.35,-3.9,-4.44,1.6,-1.12,0.09,3928,498,1,,PitchingAssessment,R,2024-02-05 10:38:32,0.1722,2024-02-05 10:38:32.172200,0 days 00:00:00.172200,2,5,10,38,32,0,6
2481309,498_1,0.175,2.13,10.62,-1.61,-1.04,7.75,-5.66,4.35,-0.91,8.55,3.05,0.51,0.07,-3.03,3.47,0.96,2.99,12.64,-2.92,11.46,-4.89,-3.39,1.32,-0.78,0.1,3928,498,1,,PitchingAssessment,R,2024-02-05 10:38:32,0.175,2024-02-05 10:38:32.175000,0 days 00:00:00.175000,2,5,10,38,32,0,6
2481310,498_1,0.1778,-0.12,14.94,-1.66,-5.39,9.16,-7.08,2.56,1.24,12.42,4.26,-0.08,0.08,-2.08,2.56,0.78,4.02,13.57,-4.35,13.11,-5.55,-2.43,1.02,-0.44,0.09,3928,498,1,,PitchingAssessment,R,2024-02-05 10:38:32,0.1778,2024-02-05 10:38:32.177800,0 days 00:00:00.177800,2,5,10,38,32,0,6
2481311,498_1,0.1806,-2.7,-2.29,0.22,7.59,4.76,1.92,8.59,-2.26,-2.23,-0.22,0.46,-0.04,-0.57,-1.77,0.53,7.5,5.9,1.45,9.56,1.14,-1.2,-0.4,-0.17,0.11,3928,498,1,,PitchingAssessment,R,2024-02-05 10:38:32,0.1806,2024-02-05 10:38:32.180600,0 days 00:00:00.180600,2,5,10,38,32,0,6
2481312,498_1,0.1833,-6.81,20.18,-0.91,-12.53,11.18,-7.63,-0.22,5.96,17.42,5.72,-1.88,0.05,-1.41,1.62,0.38,4.93,13.43,-5.25,13.89,-5.51,-1.36,0.49,-0.05,0.07,3928,498,1,,PitchingAssessment,R,2024-02-05 10:38:32,0.1833,2024-02-05 10:38:32.183300,0 days 00:00:00.183300,2,5,10,38,32,0,6
