velo_id,session_trial,time,elbow_velo_x,elbow_velo_y,elbow_velo_z,rear_hip_velo_x,rear_hip_velo_y,rear_hip_velo_z,rear_knee_velo_x,rear_knee_velo_y,rear_knee_velo_z,shoulder_velo_x,shoulder_velo_y,shoulder_velo_z,wrist_velo_x,wrist_velo_y,wrist_velo_z,pelvis_velo_x,pelvis_velo_y,pelvis_velo_z,glove_elbow_velo_x,glove_elbow_velo_y,glove_elbow_velo_z,lead_hip_velo_x,lead_hip_velo_y,lead_hip_velo_z,lead_knee_velo_x,lead_knee_velo_y,lead_knee_velo_z,glove_shoulder_velo_x,glove_shoulder_velo_y,glove_shoulder_velo_z,glove_wrist_velo_x,glove_wrist_velo_y,glove_wrist_velo_z,torso_velo_x,torso_velo_y,torso_velo_z,torso_pelvis_velo_x,torso_pelvis_velo_y,torso_pelvis_velo_z
2482392,498_2,1.2083,508.37,-581.85,346.52,-56.04,87.05,25.3,-74.69,-33.73,54.77,-60.7,-41.88,-162.27,39.43,298.39,-72.26,-9.49,-52.03,-4.55,406.08,-548.05,66.53,176.39,141.53,180.83,553.51,-76.78,24.05,-61.01,-153.96,-197.94,-233.11,-270.49,55.97,-48.14,-44.76,58.84,-63.8,0.87,-33.82
2482393,498_2,1.2111,511.46,-524.71,343.17,-138.15,114.3,15.92,-70.78,-16.33,25.39,-55.79,-38.11,-196.4,-52.04,336.65,-78.06,74.08,-47.27,-8.42,415.91,-603.75,66.91,81.05,148.58,147.62,530.34,-99.6,29.57,-60.38,-154.15,-219.13,-222.84,-295.76,59.9,-51.7,-43.63,55.32,13.46,16.46,-46.28
2482394,498_2,1.2139,519.71,-475.9,339.04,-212.31,143.7,15.33,-67.88,-1.79,0.98,-47.78,-35.7,-224.86,-100.05,334.46,-76.63,151.22,-42.62,-7.77,429.58,-631.3,61.3,-8.8,151.07,106.0,503.63,-121.92,34.3,-59.76,-154.9,-240.0,-191.41,-305.32,60.59,-54.54,-42.77,49.58,86.12,28.58,-51.93
2482395,498_2,1.2167,531.93,-431.1,331.42,-270.01,172.23,23.61,-67.52,8.34,-15.69,-38.72,-34.82,-248.11,-103.54,293.37,-67.18,212.69,-38.7,-1.9,447.39,-632.89,51.11,-83.76,148.92,60.31,474.29,-142.26,37.9,-59.33,-156.6,-257.7,-143.21,-295.61,57.54,-56.24,-41.95,42.78,145.65,35.8,-49.85
2482396,498_2,1.2194,545.98,-387.19,318.84,-304.85,196.86,39.35,-71.01,13.16,-22.98,-31.38,-35.42,-266.9,-67.58,220.96,-50.57,251.19,-35.88,9.23,468.98,-612.46,38.17,-136.36,142.65,15.46,443.35,-159.17,40.15,-58.96,-159.22,-270.07,-86.76,-265.17,50.63,-56.49,-41.0,36.2,185.3,37.06,-40.15
2482397,498_2,1.2222,558.99,-343.11,301.13,-313.65,215.19,60.15,-79.06,12.52,-20.53,-28.46,-37.23,-282.27,-3.0,129.72,-29.18,262.75,-34.29,25.05,493.13,-574.21,24.46,-162.32,133.13,-23.81,411.89,-171.26,40.91,-58.22,-162.27,-276.11,-32.5,-216.08,40.41,-55.12,-39.89,30.87,201.25,31.99,-23.75
2482398,498_2,1.225,567.81,-298.87,278.39,-296.94,225.93,83.09,-91.47,7.0,-9.34,-31.77,-39.81,-295.48,75.61,34.3,-6.21,247.41,-33.89,44.29,517.79,-521.43,11.9,-161.24,121.48,-53.92,380.98,-177.5,40.12,-56.42,-164.92,-276.21,9.97,-154.46,28.11,-52.21,-38.69,27.28,193.24,21.03,-2.19
2482399,498_2,1.2278,569.64,-253.92,249.54,-258.93,228.98,104.94,-107.15,-2.05,8.17,-41.58,-42.74,-307.88,152.91,-52.11,15.25,209.24,-34.46,65.17,540.29,-456.07,2.16,-136.62,108.97,-73.18,351.6,-177.44,37.91,-52.74,-166.37,-271.81,34.4,-89.77,15.53,-48.08,-37.5,25.3,164.53,5.55,22.56
2482400,498_2,1.2306,562.48,-206.07,211.56,-206.64,225.26,122.41,-124.34,-12.72,28.46,-56.54,-45.68,-320.77,216.04,-120.55,32.99,155.34,-35.67,85.49,557.9,-379.17,-3.42,-94.94,96.96,-82.06,324.57,-171.39,34.5,-46.46,-166.16,-264.89,39.15,-32.85,4.66,-43.25,-36.41,24.29,121.12,-12.37,48.24
2482401,498_2,1.2333,545.42,-151.85,159.98,-148.43,216.3,132.42,-141.11,-22.81,47.43,-74.1,-48.47,-335.09,256.96,-167.41,45.99,94.33,-37.17,103.02,568.5,-291.83,-4.03,-44.19,86.79,-82.75,300.48,-160.47,30.28,-37.22,-164.42,-257.27,27.08,6.55,-2.79,-38.27,-35.39,23.43,70.4,-30.25,72.5
2482402,498_2,1.2361,518.67,-87.8,90.5,-92.35,203.73,132.45,-155.75,-30.34,61.31,-91.39,-51.11,-351.2,273.2,-193.74,54.32,34.46,-38.72,115.76,571.3,-196.14,0.58,7.87,79.63,-78.21,279.72,-146.4,25.66,-25.18,-161.88,-250.18,4.08,22.01,-5.75,-33.63,-34.34,22.01,19.51,-45.61,93.18
2482403,498_2,1.2389,483.57,-12.07,0.66,-44.71,189.02,120.98,-167.12,-33.93,67.42,-105.95,-53.84,-368.68,266.92,-203.67,58.85,-17.84,-40.23,122.32,567.14,-95.88,9.94,55.15,76.27,-70.99,262.39,-131.19,21.07,-11.19,-159.62,-244.1,-22.99,11.67,-4.01,-29.61,-33.04,19.69,-25.88,-56.39,108.58
2482404,498_2,1.2417,442.48,74.6,-108.77,-9.23,173.26,97.9,-174.69,-33.08,64.76,-116.4,-57.13,-386.3,243.26,-202.69,60.81,-58.81,-41.8,122.13,558.43,3.36,22.81,93.86,77.02,-62.46,248.28,-116.78,16.85,3.3,-158.78,-238.9,-48.41,-21.69,1.78,-26.28,-31.26,16.52,-62.3,-61.27,117.68
2482405,498_2,1.2444,398.72,168.62,-233.49,12.99,157.18,64.69,-178.46,-28.16,54.04,-122.52,-61.62,-402.23,208.49,-196.44,61.58,-87.24,-43.54,115.47,548.55,94.6,37.2,122.36,81.72,-52.64,236.78,-104.72,13.23,16.46,-160.2,-234.23,-68.99,-71.69,10.33,-23.5,-28.85,12.8,-88.43,-59.89,120.3
2482406,498_2,1.2472,356.38,264.2,-366.14,22.81,141.28,24.36,-178.63,-20.26,37.32,-125.01,-68.06,-414.33,168.99,-190.11,62.54,-103.84,-45.41,103.36,540.94,170.35,50.58,140.46,89.85,-40.64,226.91,-96.0,10.33,26.5,-164.17,-229.81,-84.49,-130.05,20.05,-21.03,-25.76,8.91,-104.5,-52.85,116.99
2482407,498_2,1.25,319.84,354.61,-497.76,22.14,125.95,-18.81,-175.46,-10.81,17.49,-125.01,-77.14,-420.68,130.78,-188.28,65.06,-110.2,-47.08,87.28,538.25,223.84,60.11,148.51,100.73,-25.48,217.41,-90.98,8.16,32.0,-170.38,-225.61,-96.96,-188.32,29.4,-18.62,-22.14,5.02,-111.51,-41.58,108.87
2482408,498_2,1.2528,293.12,433.66,-619.67,13.14,111.56,-59.95,-169.1,-1.32,-2.37,-123.61,-89.36,-419.97,99.23,-194.87,70.45,-108.03,-47.97,68.83,541.8,250.02,63.14,146.89,113.65,-6.83,207.06,-89.41,6.64,32.24,-177.92,-221.89,-109.46,-239.31,37.12,-16.12,-18.37,1.08,-110.58,-28.08,97.25
2482409,498_2,1.2556,278.94,496.95,-724.97,-2.35,98.52,-94.3,-159.64,6.91,-19.57,-121.6,-104.91,-411.94,78.6,-212.77,79.73,-98.7,-47.37,49.45,551.43,246.29,57.56,135.87,127.97,14.47,195.01,-90.49,5.63,27.31,-185.53,-219.07,-124.51,-277.9,42.4,-13.5,-15.01,-3.14,-102.67,-14.49,83.42
2482410,498_2,1.2583,277.9,542.26,-809.15,-22.83,87.25,-118.05,-147.27,12.95,-32.08,-119.42,-123.57,-397.53,71.21,-242.91,93.26,-83.28,-44.75,30.21,565.78,213.07,42.38,116.05,143.08,36.42,181.19,-93.07,4.97,17.97,-191.82,-217.51,-142.81,-301.33,44.91,-10.86,-12.75,-7.91,-88.67,-2.7,68.38
2482411,498_2,1.2611,288.01,569.02,-869.56,-46.92,78.14,-129.08,-132.45,16.3,-38.74,-117.42,-144.73,-378.9,76.56,-283.04,110.21,-62.88,-40.04,11.73,582.83,154.5,18.32,88.88,158.35,56.23,166.43,-95.84,4.51,5.45,-195.56,-217.36,-162.5,-309.02,44.76,-8.32,-12.25,-13.26,-69.62,6.03,52.81
2482412,498_2,1.2639,304.86,577.57,-904.55,-73.0,71.52,-127.31,-115.98,16.85,-39.24,-116.13,-167.31,-359.25,90.95,-327.12,128.31,-38.96,-33.79,-5.69,600.29,78.88,-11.76,57.11,173.08,70.96,152.42,-97.54,4.11,-8.81,-195.98,-218.44,-179.21,-302.26,42.36,-5.92,-13.97,-18.9,-46.95,11.3,37.14
2482413,498_2,1.2667,322.51,568.75,-913.37,-98.98,67.63,-114.57,-99.03,14.88,-34.04,-116.5,-189.87,-342.22,107.98,-366.08,144.12,-13.57,-27.09,-21.84,616.05,-1.77,-42.77,24.68,186.41,78.24,141.24,-97.17,3.71,-23.38,-192.97,-220.14,-187.06,-283.64,38.35,-3.43,-18.03,-24.18,-22.47,13.49,21.74
2482414,498_2,1.2694,334.84,544.21,-896.89,-122.27,66.68,-94.05,-82.99,10.9,-24.24,-119.8,-210.71,-331.23,119.98,-390.15,153.88,10.83,-21.34,-36.3,628.37,-73.41,-68.07,-3.88,197.34,76.73,134.78,-94.15,3.24,-36.89,-187.1,-221.44,-180.12,-256.59,33.43,-0.44,-24.08,-28.26,1.84,13.52,7.21
2482415,498_2,1.2722,337.09,506.93,-858.73,-140.07,68.96,-69.48,-69.29,5.63,-11.37,-127.3,-228.18,-328.63,119.89,-391.86,154.75,31.66,-17.9,-48.15,636.03,-122.72,-80.64,-24.39,204.79,66.35,134.01,-88.39,2.71,-48.24,-179.51,-221.06,-154.23,-224.96,28.31,3.64,-31.38,-30.36,24.12,12.42,-5.44
2482416,498_2,1.275,326.97,461.41,-805.55,-149.82,74.74,-44.22,-59.21,-0.21,2.92,-139.72,-241.03,-335.09,103.25,-368.57,145.73,46.66,-17.64,-56.0,638.57,-139.92,-74.72,-34.02,207.75,48.15,138.51,-80.29,2.12,-56.69,-171.75,-217.63,-108.29,-192.81,23.6,9.3,-38.93,-29.99,42.89,10.94,-14.74
2482417,498_2,1.2778,305.15,412.99,-745.78,-149.71,84.21,-20.72,-53.67,-5.95,17.08,-156.75,-248.82,-349.36,69.62,-323.17,127.97,54.24,-20.76,-58.21,636.39,-120.94,-47.17,-31.83,205.57,24.01,146.45,-70.63,1.53,-62.13,-165.49,-210.06,-45.05,-164.19,19.85,16.64,-45.62,-27.09,56.98,9.29,-19.04
2482418,498_2,1.2806,274.9,366.5,-687.2,-139.01,97.24,-0.41,-53.04,-11.08,29.86,-176.79,-252.08,-368.65,23.13,-262.87,104.34,53.68,-26.67,-53.4,630.75,-68.27,1.43,-18.92,198.21,-3.67,154.87,-60.43,0.96,-65.19,-162.23,-197.79,29.15,-142.66,17.44,25.11,-50.54,-22.06,65.44,7.11,-16.95
2482419,498_2,1.2833,241.17,325.1,-634.61,-118.27,113.03,16.0,-56.96,-15.21,40.28,-197.09,-252.36,-389.33,-28.19,-196.77,78.41,45.15,-34.06,-41.06,623.69,9.68,66.63,2.02,186.54,-32.23,160.4,-50.73,0.45,-67.28,-163.07,-181.0,105.19,-130.5,16.54,33.44,-53.02,-15.6,67.35,3.73,-8.03
2482420,498_2,1.2861,209.28,289.65,-588.78,-89.28,130.05,27.95,-64.29,-18.05,47.49,-214.4,-251.82,-407.93,-74.28,-133.38,53.53,29.61,-41.15,-21.93,617.6,100.4,140.46,27.34,172.42,-58.91,160.03,-42.39,0.02,-70.35,-168.6,-160.51,172.73,-127.88,17.05,39.87,-52.8,-8.48,61.87,-1.56,6.83
2482421,498_2,1.2889,183.62,259.21,-547.28,-54.84,146.13,34.6,-73.2,-19.3,50.58,-225.75,-252.64,-422.01,-105.68,-79.0,32.15,8.69,-46.05,1.83,614.91,189.63,212.59,53.29,158.4,-80.99,151.69,-35.87,-0.33,-76.46,-178.81,-137.3,221.91,-132.48,18.55,42.66,-49.97,-1.37,48.53,-9.16,25.31
2482422,498_2,1.2917,166.72,231.92,-506.27,-18.35,158.87,34.65,-81.5,-18.62,48.55,-229.44,-256.44,-430.7,-116.11,-37.13,15.63,-15.51,-47.23,26.99,617.81,263.78,271.57,76.69,147.25,-96.0,134.75,-31.21,-0.59,-87.31,-193.25,-111.79,245.18,-139.83,20.37,40.68,-44.92,5.3,27.72,-18.86,44.03
2482423,498_2,1.2944,158.79,205.94,-462.3,16.67,166.31,26.74,-87.12,-15.7,40.47,-225.57,-263.78,-434.71,-104.0,-8.61,4.27,-40.69,-43.94,49.97,628.08,311.66,306.15,95.39,141.2,-102.13,110.13,-28.06,-0.75,-103.96,-211.19,-83.2,238.65,-144.37,21.71,33.99,-38.23,11.32,1.06,-29.82,59.46
2482424,498_2,1.2972,157.9,179.99,-413.31,47.04,167.43,10.06,-88.47,-10.41,25.87,-216.12,-274.05,-435.94,-72.6,7.71,-2.36,-64.53,-36.39,67.58,647.18,325.54,306.54,108.36,141.39,-98.71,80.03,-25.78,-0.84,-126.59,-231.82,-49.14,202.83,-141.04,21.87,23.92,-30.6,16.6,-28.47,-40.66,68.75
2482425,498_2,1.3,160.55,153.47,-358.72,70.3,162.53,-14.98,-84.83,-2.89,5.11,-204.39,-285.79,-436.68,-28.96,14.19,-5.16,-84.85,-25.76,77.77,676.07,301.8,265.66,115.44,147.54,-86.52,47.41,-23.63,-0.84,-154.56,-254.34,-5.97,142.41,-126.61,20.4,12.81,-22.74,21.04,-56.89,-49.79,70.53
2482426,498_2,1.3028,162.8,126.32,-299.2,84.92,153.1,-46.33,-76.34,6.34,-20.44,-193.92,-297.21,-438.8,17.88,13.52,-5.13,-99.77,-13.77,80.0,714.92,241.28,180.62,116.85,158.09,-67.93,15.21,-20.93,-0.78,-186.42,-277.97,50.19,65.22,-100.43,17.24,3.29,-15.3,24.41,-79.9,-55.86,65.17
2482427,498_2,1.3056,161.32,98.91,-236.47,90.37,141.44,-80.39,-63.91,16.44,-48.44,-187.32,-306.83,-443.05,58.82,7.99,-3.12,-107.81,-2.24,75.24,762.46,149.65,54.33,112.76,170.74,-46.5,-14.31,-17.08,-0.66,-220.0,-301.83,121.88,-19.19,-64.52,12.67,-2.5,-8.83,26.33,-93.87,-58.14,54.53
2482428,498_2,1.3083,154.42,72.07,-173.28,87.12,129.96,-112.53,-48.95,26.31,-75.91,-185.47,-313.93,-448.71,86.55,-0.94,0.34,-108.15,7.5,65.58,815.45,37.15,-103.51,103.06,183.01,-26.25,-40.05,-11.64,-0.51,-252.45,-324.79,208.62,-101.14,-22.96,7.24,-3.61,-3.75,26.4,-96.67,-56.79,41.35
2482429,498_2,1.3111,142.45,47.06,-113.49,76.59,120.59,-137.97,-33.05,34.83,-99.65,-187.26,-318.72,-453.73,97.05,-12.65,5.04,-100.84,14.84,53.64,868.35,-82.48,-276.63,87.63,192.92,-10.8,-62.06,-4.38,-0.35,-280.47,-345.33,305.61,-172.05,18.72,1.65,-0.47,-0.3,24.33,-88.32,-52.88,28.42
2482430,498_2,1.3139,127.55,25.55,-61.94,61.05,114.35,-152.76,-17.74,40.99,-116.79,-190.19,-322.17,-455.32,90.42,-27.05,10.94,-87.01,19.98,41.98,913.74,-194.08,-444.0,66.83,199.34,-2.78,-81.11,4.75,-0.19,-300.65,-361.56,403.41,-225.31,54.3,-3.36,5.29,1.41,20.16,-71.03,-48.06,17.93
2482431,498_2,1.3167,112.89,9.33,-23.82,43.37,111.16,-154.68,-4.26,44.08,-125.34,-191.28,-325.66,-450.83,70.67,-44.07,18.0,-68.83,23.68,32.52,943.35,-283.73,-583.05,41.97,202.14,-3.43,-98.14,15.5,-0.06,-310.02,-371.43,488.8,-256.78,77.45,-7.11,11.41,1.44,14.4,-48.79,-44.17,10.95
2482432,498_2,1.3194,101.5,-0.02,-3.55,26.7,110.07,-143.75,6.53,43.89,-124.64,-188.21,-330.51,-438.7,44.45,-63.24,25.99,-49.28,26.91,26.38,949.64,-341.16,-673.58,15.44,202.01,-12.7,-113.69,27.33,0.02,-306.55,-373.06,546.97,-265.04,82.6,-9.05,15.71,0.08,7.96,-26.41,-42.73,7.46
2482433,498_2,1.3222,95.33,-1.72,-3.37,13.95,109.66,-122.22,14.2,40.71,-115.49,-180.07,-337.52,-419.0,19.05,-83.47,34.42,-31.55,30.52,23.78,927.48,-361.32,-701.12,-9.6,200.15,-29.39,-127.78,39.45,0.02,-289.51,-365.21,564.77,-251.62,66.06,-8.83,16.73,-2.24,1.96,-8.41,-44.54,6.58
2482434,498_2,1.325,94.74,3.72,-21.9,7.36,108.54,-93.92,18.76,35.22,-99.82,-167.57,-346.85,-393.62,0.3,-102.95,42.49,-18.49,34.93,24.26,875.56,-344.63,-659.22,-29.88,197.81,-51.42,-139.99,50.9,-0.07,-259.68,-347.77,534.39,-220.9,27.25,-6.43,14.11,-4.9,-2.54,2.0,-49.53,7.13
2482435,498_2,1.3278,98.53,14.27,-53.4,8.12,105.84,-63.22,20.57,28.26,-80.04,-152.69,-358.0,-365.79,-8.74,-119.15,49.13,-12.06,40.0,26.91,797.11,-296.29,-550.43,-42.69,195.88,-76.04,-149.83,60.79,-0.25,-219.27,-322.01,456.53,-179.76,-30.25,-2.2,8.55,-7.26,-4.88,3.44,-56.72,8.09
2482436,498_2,1.3305,104.44,26.49,-88.06,16.19,101.39,-33.86,20.32,20.55,-58.17,-138.03,-370.01,-339.35,-7.95,-129.02,53.05,-13.05,45.05,30.66,699.71,-224.95,-385.97,-46.42,194.68,-100.24,-157.04,68.49,-0.53,-171.69,-290.6,341.99,-136.62,-98.48,3.16,1.59,-8.77,-4.92,-3.56,-64.56,8.93
2482437,498_2,1.3333,109.95,36.09,-113.59,30.34,95.81,-8.19,18.81,12.46,-35.31,-126.08,-381.78,-317.85,0.76,-129.24,52.88,-21.02,49.03,34.46,594.07,-141.16,-184.36,-40.86,193.94,-121.09,-161.8,73.76,-0.91,-121.16,-257.21,210.62,-100.14,-166.04,8.71,-4.93,-9.08,-3.11,-16.93,-71.23,9.7
2482438,498_2,1.3361,112.92,38.93,-117.97,48.33,90.14,13.01,16.81,4.03,-11.64,-118.55,-392.3,-303.85,14.73,-116.81,47.37,-34.41,50.86,37.4,491.92,-55.74,31.45,-27.15,192.99,-136.23,-164.79,76.77,-1.39,-72.14,-225.83,87.25,-77.73,-220.44,13.45,-9.29,-8.16,-0.24,-33.66,-75.11,10.77
2482439,498_2,1.3389,112.15,32.03,-92.49,67.28,85.49,30.03,14.92,-4.84,13.1,-116.09,-400.9,-298.39,31.45,-89.86,35.74,-50.88,49.79,38.81,403.58,21.85,238.15,-7.66,191.22,-144.23,-167.03,78.07,-1.97,-28.58,-199.94,-4.68,-74.57,-251.22,16.58,-10.36,-6.22,2.68,-50.47,-75.15,12.58
2482440,498_2,1.3417,107.49,14.41,-34.31,84.17,82.55,43.45,13.48,-14.09,38.76,-118.23,-407.2,-300.85,48.84,-48.34,17.96,-67.69,45.76,38.27,335.76,84.87,416.68,14.45,188.41,-144.63,-169.7,78.4,-2.67,6.71,-181.69,-49.78,-93.2,-252.97,17.62,-7.69,-3.62,4.74,-64.36,-71.04,15.27
2482441,498_2,1.3444,99.71,-12.54,52.39,96.4,81.38,53.42,12.65,-23.29,64.17,-123.61,-411.11,-309.07,65.01,5.4,-5.02,-82.18,39.48,35.6,290.31,130.03,555.67,35.77,184.92,-137.76,-173.83,78.54,-3.49,32.65,-171.58,-45.13,-133.47,-226.9,16.58,-1.57,-0.69,5.23,-73.03,-63.29,18.57
2482442,498_2,1.3472,90.17,-45.42,157.25,102.37,81.33,59.47,12.5,-31.63,87.05,-130.42,-412.75,-319.78,78.1,66.73,-31.29,-92.29,32.3,30.96,264.26,157.37,652.44,53.24,181.66,-124.38,-180.04,79.15,-4.43,49.92,-168.45,-0.77,-192.55,-180.43,13.83,7.22,2.36,3.76,-75.23,-53.04,21.85
2482443,498_2,1.35,80.29,-79.66,266.3,101.8,81.35,60.86,13.13,-38.1,104.74,-136.87,-412.36,-329.19,86.46,129.55,-58.31,-96.89,25.88,24.76,251.13,169.4,711.54,64.83,179.74,-105.37,-188.28,80.63,-5.5,60.62,-170.06,64.14,-264.88,-124.82,10.01,17.67,5.48,0.39,-70.77,-41.8,24.34
2482444,498_2,1.3528,71.16,-110.75,365.56,95.84,80.37,57.27,14.75,-41.9,115.06,-141.58,-410.28,-333.87,89.32,187.5,-83.41,-95.99,21.69,17.69,243.01,169.91,741.29,69.93,180.11,-81.75,-197.72,83.03,-6.67,67.47,-173.82,127.69,-342.27,-71.83,5.8,28.73,8.72,-4.44,-60.55,-31.13,25.37
2482445,498_2,1.3556,63.35,-135.27,444.4,86.74,77.64,48.91,17.59,-42.57,116.85,-143.83,-406.92,-331.47,87.41,235.25,-104.35,-90.64,20.63,10.64,232.69,162.71,749.81,69.4,183.26,-54.87,-206.92,86.0,-7.86,72.95,-177.56,171.87,-414.51,-30.53,1.79,39.52,12.08,-9.89,-46.25,-22.39,24.5
2482446,498_2,1.3583,56.99,-151.53,497.49,77.25,72.92,36.15,21.87,-39.92,109.75,-143.52,-402.82,-321.36,83.0,269.32,-119.58,-82.61,22.95,4.5,215.2,150.64,741.36,65.19,189.13,-26.73,-214.15,88.87,-9.0,78.68,-179.96,187.1,-470.65,-5.32,-1.6,49.36,15.46,-14.87,-30.08,-16.58,21.6
2482447,498_2,1.3611,51.93,-159.53,524.71,69.98,66.52,18.64,27.66,-33.79,93.42,-141.01,-398.6,-304.62,79.38,288.15,-128.34,-73.8,28.26,-0.02,188.43,135.09,714.25,59.65,197.19,-0.11,-217.94,90.75,-9.96,85.17,-180.69,173.62,-500.64,4.38,-4.1,57.74,18.55,-18.33,-14.22,-14.34,16.77
2482448,498_2,1.3639,47.89,-160.4,529.49,66.73,59.13,-4.77,34.9,-23.92,67.25,-136.89,-394.95,-283.53,79.8,291.64,-130.46,-65.85,35.82,-2.48,152.78,115.98,661.01,54.77,206.66,21.67,-217.48,90.78,-10.63,92.16,-180.18,139.7,-497.19,2.7,-5.6,64.32,20.93,-19.51,-0.53,-15.9,10.29
2482449,498_2,1.3667,44.46,-155.7,516.49,68.23,51.67,-35.12,43.3,-10.21,31.05,-131.9,-392.52,-260.49,86.56,280.61,-126.1,-59.83,44.79,-2.78,110.29,92.38,571.32,51.69,216.7,35.27,-212.95,88.37,-10.92,99.09,-179.32,97.99,-457.3,-4.91,-6.06,68.87,22.2,-18.16,9.77,-21.19,2.69
2482450,498_2,1.3694,40.96,-146.82,489.76,74.2,45.1,-71.63,52.35,6.73,-13.65,-126.83,-391.84,-237.02,100.44,256.54,-115.78,-56.21,54.37,-1.0,63.57,63.47,437.3,50.58,226.47,38.18,-205.45,83.31,-10.8,105.66,-178.98,61.52,-383.52,-13.74,-5.55,71.38,22.13,-14.69,16.2,-29.77,-5.15
2482451,498_2,1.3722,36.28,-134.71,452.01,83.65,40.26,-110.62,61.35,25.29,-62.61,-122.62,-393.16,-213.23,120.61,221.68,-100.38,-54.99,63.82,2.73,15.07,29.63,259.54,50.84,235.11,29.55,-196.68,75.94,-10.31,112.11,-179.71,40.63,-284.45,-20.83,-4.22,72.09,20.73,-10.01,18.96,-40.92,-12.06
2482452,498_2,1.375,29.08,-119.99,404.88,95.22,37.82,-145.82,69.46,42.93,-109.2,-120.19,-396.4,-188.1,144.79,179.33,-81.36,-55.86,72.45,8.3,-33.35,-6.73,51.49,51.54,241.78,10.72,-188.55,67.05,-9.54,119.19,-181.59,41.37,-174.33,-24.76,-2.22,71.58,18.36,-5.27,18.95,-53.64,-16.63
2482453,498_2,1.3778,18.1,-103.12,349.78,107.41,38.2,-170.33,75.81,56.84,-146.05,-120.28,-401.09,-160.32,169.52,133.84,-60.73,-58.26,79.5,15.6,-80.46,-41.08,-160.31,51.84,245.65,-14.87,-182.59,57.73,-8.66,127.87,-184.11,65.15,-71.22,-24.69,0.35,70.75,15.53,-1.57,17.58,-66.62,-17.57
2482454,498_2,1.3806,2.73,-84.65,288.52,118.82,41.52,-179.15,79.66,64.77,-167.3,-123.17,-406.41,-129.28,190.63,90.16,-40.86,-61.5,84.2,24.38,-125.73,-67.56,-341.3,51.29,246.05,-42.37,-179.68,49.08,-7.82,139.11,-186.31,109.34,6.04,-19.78,3.5,70.7,12.85,0.33,16.58,-78.37,-14.04
2482455,498_2,1.3833,-16.59,-65.24,223.58,128.21,47.46,-171.17,80.61,65.77,-170.48,-128.51,-411.33,-95.67,203.84,52.89,-23.97,-64.76,85.85,34.13,-169.32,-80.49,-457.91,49.95,242.63,-66.64,-179.88,41.98,-7.17,153.6,-187.09,168.23,41.47,-9.35,7.18,72.45,10.86,0.17,17.63,-87.38,-5.98
2482456,498_2,1.3861,-38.3,-45.67,157.87,134.69,55.29,-149.65,78.7,60.45,-157.14,-135.36,-414.81,-61.53,205.56,25.13,-11.59,-67.22,84.01,44.04,-212.02,-76.2,-487.64,48.3,235.51,-83.36,-182.58,36.92,-6.81,171.62,-185.58,234.3,25.34,6.11,11.02,76.69,9.97,-1.89,22.03,-92.31,5.84
2482457,498_2,1.3889,-60.01,-26.72,94.33,137.84,63.93,-121.14,74.54,50.72,-132.16,-142.41,-415.97,-29.61,193.81,7.67,-4.08,-68.24,78.7,53.1,-255.03,-54.43,-426.22,47.09,225.33,-89.88,-186.77,34.02,-6.8,193.05,-181.5,299.65,-43.78,24.1,14.16,83.59,10.43,-5.4,30.32,-92.31,20.02
2482458,498_2,1.3917,-79.0,-9.07,35.51,137.84,72.11,-93.38,69.18,39.17,-102.18,-148.32,-414.34,-2.52,168.81,-1.39,-0.44,-67.44,70.43,60.35,-299.42,-18.96,-289.61,47.06,213.13,-85.44,-191.34,33.16,-7.14,217.3,-175.3,357.37,-158.74,39.8,15.14,92.84,12.31,-9.86,42.29,-87.2,34.91
2482459,498_2,1.3944,-92.88,6.76,-16.67,135.44,78.69,-73.22,63.89,28.43,-73.87,-151.95,-409.98,18.11,133.14,-6.03,1.4,-64.83,60.23,65.13,-345.71,22.89,-110.09,48.7,200.18,-70.95,-195.28,34.12,-7.86,243.4,-168.06,402.51,-305.33,46.85,12.04,103.75,15.47,-14.89,57.07,-77.6,49.01
2482460,498_2,1.3972,-100.07,20.45,-61.0,131.79,82.82,-65.07,59.88,20.64,-52.62,-152.61,-403.51,31.96,91.21,-11.14,3.99,-60.71,49.5,67.33,-393.66,61.8,71.88,52.03,187.77,-48.42,-197.89,36.72,-8.98,270.14,-161.15,432.48,-464.95,38.68,2.81,115.61,19.57,-20.32,73.58,-65.01,61.39
2482461,498_2,1.4,-100.21,31.82,-96.95,128.27,84.03,-70.31,58.08,17.08,-41.67,-150.16,-395.98,40.01,48.3,-20.98,9.53,-55.58,39.79,67.41,-442.49,88.53,217.57,56.54,177.06,-20.39,-198.82,40.87,-10.52,296.36,-155.77,446.85,-617.87,10.2,-14.19,127.84,24.13,-26.12,90.83,-51.53,71.69
2482462,498_2,1.4028,-94.29,40.85,-124.53,126.26,82.19,-87.5,58.91,18.07,-41.81,-145.05,-388.72,44.09,9.26,-38.0,19.21,-50.08,32.55,66.37,-491.33,96.19,299.08,61.3,168.95,10.48,-198.05,46.41,-12.48,321.24,-152.57,446.8,-746.15,-40.65,-39.7,140.16,28.56,-32.24,108.14,-39.57,80.04
