velo_id,session_trial,time,elbow_velo_x,elbow_velo_y,elbow_velo_z,rear_hip_velo_x,rear_hip_velo_y,rear_hip_velo_z,rear_knee_velo_x,rear_knee_velo_y,rear_knee_velo_z,shoulder_velo_x,shoulder_velo_y,shoulder_velo_z,wrist_velo_x,wrist_velo_y,wrist_velo_z,pelvis_velo_x,pelvis_velo_y,pelvis_velo_z,glove_elbow_velo_x,glove_elbow_velo_y,glove_elbow_velo_z,lead_hip_velo_x,lead_hip_velo_y,lead_hip_velo_z,lead_knee_velo_x,lead_knee_velo_y,lead_knee_velo_z,glove_shoulder_velo_x,glove_shoulder_velo_y,glove_shoulder_velo_z,glove_wrist_velo_x,glove_wrist_velo_y,glove_wrist_velo_z,torso_velo_x,torso_velo_y,torso_velo_z,torso_pelvis_velo_x,torso_pelvis_velo_y,torso_pelvis_velo_z
2481246,498_1,0.0,-32.76,1068.68,74.18,-59.77,6.86,12.41,-100.42,-43.36,16.65,53.0,-101.09,-22.43,-270.28,-557.63,321.17,11.26,-21.96,7.35,-47.36,-565.21,54.44,-6.52,-19.61,26.87,16.01,0.51,-0.06,-68.81,-49.42,-33.71,132.01,1.41,6.18,11.13,1.66,-13.05,24.63,21.61,22.15
2481247,498_1,0.0028,-49.52,1050.12,75.06,-57.62,-1.11,-11.93,-106.38,-44.54,17.12,39.19,-100.91,-23.36,-329.3,-483.83,270.25,9.64,-13.9,13.49,-40.39,323.14,-38.87,-7.14,-8.97,35.32,4.43,-6.31,0.42,-70.43,-37.03,-10.13,-146.06,-139.14,32.04,18.3,3.27,-1.18,29.76,14.65,15.63
2481248,498_1,0.0055,-61.31,1062.05,77.44,-53.15,-8.66,-29.29,-104.15,-41.23,15.86,31.7,-96.05,-27.2,-329.97,-436.24,236.56,8.55,-5.83,15.49,-39.14,966.82,-109.19,-8.21,0.15,41.6,-4.6,-9.44,0.64,-69.47,-28.75,0.98,-361.19,-228.74,49.24,24.83,3.66,6.81,34.56,6.91,8.85
2481249,498_1,0.0083,-69.21,1055.29,77.86,-46.28,-14.76,-41.67,-95.27,-33.8,12.97,28.57,-86.89,-32.82,-293.32,-393.37,208.21,7.3,1.65,14.73,-42.05,1414.65,-161.23,-9.23,7.72,48.38,-12.36,-9.85,0.66,-66.56,-24.12,2.2,-525.7,-269.44,57.57,30.64,2.95,11.73,38.4,-1.02,2.48
2481250,498_1,0.0111,-74.22,997.35,74.01,-37.32,-18.57,-50.75,-81.65,-23.05,8.75,28.17,-74.23,-39.04,-237.25,-340.62,177.02,5.43,7.87,12.38,-47.57,1715.87,-199.63,-9.72,13.56,57.28,-19.46,-8.41,0.55,-62.49,-23.02,-3.21,-649.92,-268.32,57.99,35.46,1.38,14.1,40.67,-8.33,-2.76
2481251,498_1,0.0139,-77.06,877.93,65.12,-26.98,-19.59,-57.64,-65.26,-10.1,3.63,29.41,-59.29,-44.7,-173.8,-272.9,139.82,2.86,12.24,9.25,-54.25,1910.79,-227.97,-9.33,17.43,68.12,-25.73,-5.83,0.37,-58.08,-25.49,-11.71,-740.86,-236.39,52.4,38.86,-0.77,14.07,40.95,-14.21,-6.15
2481252,498_1,0.0167,-78.22,706.91,51.92,-16.19,-17.81,-62.77,-47.92,3.62,-1.83,31.68,-43.85,-48.87,-109.32,-193.49,97.86,-0.18,14.33,5.79,-60.84,2025.85,-248.28,-7.86,19.12,78.81,-30.49,-2.73,0.16,-54.05,-31.48,-20.02,-802.23,-186.49,43.1,40.37,-3.16,11.67,39.1,-18.01,-7.25
2481253,498_1,0.0194,-78.09,506.91,36.11,-6.01,-13.63,-65.89,-31.27,16.56,-7.01,34.69,-30.04,-50.96,-46.63,-110.18,54.73,-3.18,13.99,2.25,-66.26,2073.43,-261.05,-5.29,18.56,85.99,-32.89,0.4,-0.06,-50.96,-40.54,-25.62,-835.35,-131.08,32.28,39.7,-5.46,7.04,35.31,-19.34,-5.96
2481254,498_1,0.0222,-77.16,304.01,19.71,2.59,-7.78,-66.34,-16.68,27.29,-11.33,38.11,-20.16,-50.71,11.91,-30.54,13.92,-5.6,11.42,-1.16,-69.75,2056.27,-265.76,-1.74,15.91,86.17,-32.24,3.21,-0.24,-49.14,-51.65,-27.1,-840.34,-80.37,21.66,36.8,-7.38,0.62,30.1,-18.13,-2.58
2481255,498_1,0.025,-76.23,120.23,4.53,8.91,-1.12,-63.28,-5.22,34.72,-14.32,41.4,-16.16,-48.27,62.14,41.63,-22.91,-7.03,7.11,-4.19,-70.9,1974.18,-261.69,2.53,11.54,77.0,-28.33,5.64,-0.4,-48.65,-63.3,-24.34,-817.38,-41.26,12.29,32.03,-8.66,-6.74,24.18,-14.69,2.24
2481256,498_1,0.0278,-76.31,-30.17,-8.15,12.65,5.51,-56.13,2.48,38.31,-15.77,43.76,-19.15,-44.11,97.59,106.96,-56.28,-7.26,1.76,-6.49,-69.7,1829.52,-248.57,7.19,5.97,58.13,-21.48,7.9,-0.55,-49.34,-73.73,-18.34,-767.29,-17.04,4.67,26.03,-9.1,-13.94,18.36,-9.58,7.66
2481257,498_1,0.0306,-78.43,-140.31,-17.5,13.89,11.49,-44.83,6.32,38.16,-15.7,44.36,-29.05,-38.92,111.37,168.32,-87.77,-6.32,-3.83,-7.69,-66.48,1628.53,-226.71,11.79,-0.27,31.43,-12.54,10.44,-0.71,-50.84,-81.35,-10.89,-691.31,-7.77,-1.18,19.61,-8.62,-19.86,13.38,-3.52,12.84
2481258,498_1,0.0333,-83.27,-207.65,-22.88,12.98,16.42,-30.01,6.64,34.88,-14.35,42.69,-44.49,-33.5,99.46,227.08,-118.08,-4.36,-8.99,-7.53,-61.83,1378.47,-196.48,15.77,-6.75,0.52,-2.77,13.72,-0.93,-52.64,-85.18,-3.98,-590.5,-11.17,-5.47,13.55,-7.24,-23.6,9.78,2.78,17.11
2481259,498_1,0.0361,-90.8,-231.01,-23.68,10.26,20.17,-12.96,4.08,29.36,-12.08,38.91,-63.02,-28.7,63.8,279.84,-145.46,-1.52,-13.28,-5.95,-56.4,1083.63,-157.84,18.42,-13.2,-30.33,6.36,17.92,-1.21,-54.21,-85.13,0.62,-465.51,-23.64,-8.52,8.36,-5.1,-24.82,7.9,8.76,20.14
2481260,498_1,0.0389,-100.17,-209.46,-19.27,5.87,22.81,4.67,-0.65,22.53,-9.27,33.88,-81.65,-25.28,13.5,317.68,-165.23,2.14,-16.58,-3.07,-50.89,744.07,-110.17,18.93,-19.48,-57.2,13.37,22.76,-1.54,-55.1,-81.95,1.81,-317.55,-41.07,-10.64,4.18,-2.46,-23.71,7.81,14.05,22.02
2481261,498_1,0.0417,-109.85,-143.73,-9.31,-0.29,24.43,21.26,-7.02,15.11,-6.2,29.01,-97.54,-23.81,-36.83,328.56,-171.08,6.64,-18.98,0.84,-46.08,358.9,-52.81,16.53,-25.47,-77.39,16.98,27.38,-1.86,-55.02,-77.02,-0.76,-150.25,-59.36,-12.05,0.84,0.31,-20.96,9.35,18.39,23.15
2481262,498_1,0.0444,-118.15,-38.94,5.84,-8.4,25.09,35.47,-14.71,7.6,-3.08,25.74,-108.69,-24.45,-71.33,302.07,-157.45,12.01,-20.62,5.43,-42.83,-68.18,14.06,10.78,-30.82,-89.65,16.43,30.57,-2.08,-53.94,-71.9,-6.78,28.66,-74.63,-12.85,-2.08,2.86,-17.44,12.12,21.6,24.09
2481263,498_1,0.0472,-123.76,93.23,24.75,-18.38,24.69,46.37,-23.53,0.26,-0.02,25.0,-114.42,-26.93,-78.08,234.57,-122.32,18.05,-21.58,10.35,-42.19,-524.6,88.69,1.81,-35.01,-94.0,11.62,31.11,-2.11,-51.98,-67.87,-15.52,207.07,-83.68,-13.06,-5.02,4.86,-13.89,15.5,23.5,25.23
2481264,498_1,0.05,-126.22,234.34,44.9,-29.62,23.03,53.38,-33.19,-6.67,2.89,26.87,-115.45,-30.47,-53.45,132.58,-68.95,24.27,-21.8,15.16,-45.23,-988.5,167.64,-9.42,-37.33,-91.31,3.29,28.27,-1.9,-49.43,-65.72,-26.15,370.38,-84.58,-12.71,-8.27,6.13,-10.77,18.65,23.93,26.63
2481265,498_1,0.0528,-126.14,361.66,62.91,-40.9,19.91,56.19,-43.17,-12.98,5.56,30.49,-113.62,-34.07,-3.8,12.92,-6.01,29.87,-21.12,19.32,-52.85,-1431.78,246.1,-21.23,-37.16,-82.83,-7.06,22.07,-1.45,-46.62,-65.62,-37.93,504.85,-77.13,-11.9,-11.91,6.72,-8.18,20.65,22.89,27.86
2481266,498_1,0.0556,-124.91,452.27,75.18,-50.55,15.26,54.76,-52.64,-18.33,7.83,34.35,-111.25,-36.75,56.06,-100.67,54.15,33.88,-19.38,22.19,-65.43,-1824.23,318.49,-31.46,-34.16,-69.91,-17.41,13.33,-0.82,-43.87,-67.37,-50.23,600.97,-62.98,-10.88,-15.82,6.85,-6.0,20.67,20.63,28.21
2481267,498_1,0.0583,-124.17,487.57,78.54,-56.92,9.25,49.38,-60.64,-22.36,9.56,36.91,-110.44,-37.87,107.35,-183.44,98.5,35.44,-16.55,23.08,-82.61,-2136.5,378.82,-38.03,-28.42,-53.83,-25.61,3.51,-0.12,-41.37,-70.57,-62.43,655.23,-44.92,-9.92,-19.69,6.92,-4.08,18.09,17.64,26.87
2481268,498_1,0.0611,-125.15,456.53,70.84,-58.84,2.25,40.76,-66.3,-24.81,10.63,37.08,-112.5,-37.32,133.15,-216.21,116.8,34.05,-12.78,21.44,-103.06,-2341.0,420.86,-39.41,-20.5,-35.82,-29.8,-5.75,0.53,-39.18,-74.86,-73.77,669.31,-25.94,-9.27,-23.18,7.33,-2.39,12.77,14.6,23.29
2481269,498_1,0.0639,-128.18,357.43,51.38,-56.07,-5.19,29.96,-69.13,-25.54,10.97,34.66,-117.68,-35.47,123.91,-190.6,104.36,29.75,-8.4,17.04,-124.64,-2412.86,438.49,-35.06,-11.24,-17.06,-28.79,-13.13,1.05,-37.3,-80.05,-83.31,647.39,-8.53,-9.03,-25.99,8.42,-1.06,5.07,12.18,17.41
2481270,498_1,0.0667,-132.57,198.36,21.14,-49.3,-12.42,18.29,-69.11,-24.63,10.6,30.39,-125.32,-33.05,80.66,-111.46,63.37,23.19,-3.82,10.2,-144.78,-2333.01,426.53,-25.57,-1.57,1.14,-22.31,-17.93,1.37,-35.74,-86.03,-90.0,593.04,5.4,-9.11,-27.97,10.33,-0.31,-4.15,10.84,9.75
2481271,498_1,0.0694,-136.92,-3.32,-17.12,-40.0,-18.87,7.03,-66.67,-22.31,9.63,25.61,-134.21,-30.83,14.97,4.36,2.41,15.43,0.56,1.83,-160.95,-2094.58,382.25,-12.54,7.72,17.36,-11.02,-20.25,1.51,-34.6,-92.7,-92.9,507.71,13.94,-9.19,-29.11,12.97,-0.25,-13.75,10.7,1.34
2481272,498_1,0.0722,-139.68,-222.66,-59.04,-29.93,-24.03,-2.73,-62.52,-19.0,8.22,21.83,-143.0,-29.43,-54.59,132.41,-65.8,7.68,4.43,-6.67,-171.33,-1710.17,307.11,1.85,16.04,30.13,3.54,-20.77,1.52,-34.08,-99.81,-91.46,391.94,14.86,-8.78,-29.53,16.08,-0.84,-22.58,11.53,-6.54
2481273,498_1,0.075,-139.74,-430.64,-99.23,-20.65,-27.56,-10.25,-57.42,-15.18,6.59,20.16,-150.51,-29.14,-108.61,247.2,-127.8,1.02,7.61,-13.79,-175.19,-1216.25,208.01,15.28,23.05,38.1,19.2,-20.48,1.46,-34.43,-106.93,-85.66,248.62,6.06,-7.35,-29.43,19.22,-1.81,-29.68,12.86,-12.64
2481274,498_1,0.0778,-136.93,-599.47,-132.26,-13.18,-29.27,-15.17,-52.07,-11.41,4.97,21.01,-155.84,-29.96,-133.38,328.86,-172.88,-3.89,10.0,-18.23,-173.11,-671.55,97.14,25.8,28.48,40.43,33.52,-20.27,1.41,-35.84,-113.47,-76.17,86.76,-13.01,-4.59,-28.99,21.94,-2.86,-34.52,14.12,-16.02
2481275,498_1,0.0806,-132.05,-708.3,-153.79,-7.88,-29.14,-17.48,-46.92,-8.21,3.61,24.11,-158.3,-31.7,-125.53,367.64,-195.53,-6.88,11.56,-19.28,-166.75,-148.58,-9.62,32.19,32.12,37.04,44.19,-20.67,1.4,-38.32,-118.81,-64.22,-76.71,-40.17,-0.6,-28.31,23.82,-3.76,-37.01,14.85,-16.17
2481276,498_1,0.0833,-126.71,-747.42,-161.55,-4.49,-27.38,-17.43,-42.25,-6.03,2.7,28.69,-157.26,-34.2,-92.8,364.92,-196.07,-8.2,12.27,-17.03,-158.46,280.12,-95.79,34.11,33.79,28.82,49.48,-21.76,1.45,-41.69,-122.43,-51.4,-218.65,-70.28,4.04,-27.42,24.52,-4.6,-37.44,14.77,-13.11
2481277,498_1,0.0861,-122.75,-719.24,-155.59,-2.45,-24.42,-15.46,-38.18,-5.18,2.38,33.79,-152.23,-37.34,-50.46,330.37,-179.31,-8.38,12.14,-12.36,-150.61,558.02,-148.02,32.08,33.37,17.6,48.63,-23.17,1.52,-45.55,-124.01,-39.4,-315.19,-96.87,8.46,-26.24,23.86,-5.77,-36.28,13.8,-7.29
2481278,498_1,0.0889,-121.76,-635.73,-137.89,-1.12,-20.88,-12.14,-34.75,-5.74,2.69,38.54,-142.86,-41.09,-15.0,276.99,-151.99,-7.99,11.3,-6.66,-145.08,658.35,-159.7,27.25,30.92,5.79,42.11,-24.28,1.57,-49.38,-123.44,-29.58,-349.24,-114.57,11.77,-24.68,21.84,-7.84,-34.06,12.05,0.5
2481279,498_1,0.0917,-124.63,-513.82,-111.49,-0.04,-17.54,-8.08,-31.9,-7.63,3.61,42.21,-129.2,-45.34,2.05,216.15,-120.21,-7.47,9.97,-1.52,-142.77,591.04,-132.97,21.12,26.76,-4.1,31.52,-24.33,1.57,-52.64,-120.83,-22.71,-317.01,-120.96,13.42,-22.64,18.7,-11.38,-31.19,9.7,9.24
2481280,498_1,0.0944,-131.4,-370.82,-79.61,0.99,-15.14,-3.96,-29.49,-10.52,4.97,44.24,-111.85,-49.81,-2.27,154.69,-87.83,-7.01,8.45,1.7,-143.56,399.26,-78.22,15.11,21.4,-10.03,19.26,-22.68,1.45,-54.84,-116.38,-18.84,-230.58,-116.9,13.33,-20.03,14.85,-16.68,-27.87,7.01,17.86
2481281,498_1,0.0972,-141.29,-221.53,-45.1,1.95,-14.22,-0.42,-27.26,-13.92,6.57,44.18,-91.97,-53.93,-22.38,94.78,-56.24,-6.6,7.08,2.15,-146.45,146.55,-11.11,10.3,15.44,-10.81,7.93,-18.86,1.2,-55.62,-110.28,-17.45,-114.98,-105.44,11.83,-16.86,10.79,-23.58,-24.13,4.26,25.3
2481282,498_1,0.1,-152.93,-77.12,-10.21,2.74,-14.98,1.95,-24.82,-17.26,8.13,41.75,-71.09,-56.96,-47.41,35.71,-25.28,-6.06,6.09,-0.41,-150.12,-101.07,51.92,7.24,9.48,-6.25,-0.33,-12.8,0.81,-54.81,-102.62,-17.74,-0.64,-90.4,9.48,-13.18,7.06,-31.43,-19.88,1.74,30.67
2481283,498_1,0.1028,-164.7,54.67,23.33,3.32,-17.2,2.74,-21.78,-19.98,9.4,36.87,-50.78,-58.21,-65.54,-23.61,5.58,-5.2,5.56,-5.68,-153.4,-291.77,98.08,6.04,4.0,3.01,-4.29,-4.84,0.3,-52.42,-93.28,-19.0,85.95,-75.15,6.96,-9.05,4.09,-39.28,-15.0,-0.24,33.29
2481284,498_1,0.1056,-174.95,168.77,54.1,3.75,-20.26,1.87,-17.93,-21.68,10.19,29.74,-32.25,-57.27,-67.82,-83.08,36.34,-3.93,5.3,-12.97,-155.69,-398.87,121.3,6.43,-0.71,15.74,-3.81,4.16,-0.28,-48.62,-81.96,-20.73,130.15,-62.09,4.85,-4.48,2.15,-46.08,-9.34,-1.31,32.8
2481285,498_1,0.1083,-182.31,261.85,80.85,4.18,-23.31,-0.36,-13.32,-22.22,10.44,20.78,-16.05,-54.22,-50.28,-140.99,66.24,-2.3,4.93,-21.48,-157.05,-424.21,123.35,8.09,-4.58,30.48,0.33,12.98,-0.85,-43.69,-68.33,-22.68,133.18,-52.24,3.47,0.68,1.34,-50.99,-2.76,-1.07,29.2
2481286,498_1,0.1111,-185.87,331.46,102.25,4.74,-25.4,-3.29,-8.35,-21.78,10.22,10.55,-2.08,-49.54,-14.21,-194.76,94.09,-0.46,3.89,-30.41,-158.02,-393.94,112.77,10.71,-7.7,45.82,6.84,20.27,-1.31,-37.93,-52.21,-24.6,111.06,-45.1,2.83,6.69,1.59,-53.52,4.95,0.91,22.87
2481287,498_1,0.1139,-185.3,375.0,116.69,5.47,-25.78,-6.07,-3.62,-20.76,9.74,-0.44,10.04,-43.98,34.45,-241.86,118.7,1.42,1.64,-39.04,-159.24,-347.73,101.84,14.06,-10.28,60.53,14.35,24.81,-1.61,-31.6,-33.83,-26.12,88.47,-38.82,2.64,13.86,2.73,-53.6,14.02,4.91,14.49
2481288,498_1,0.1167,-180.89,388.77,122.03,6.25,-24.05,-7.84,0.28,-19.66,9.23,-11.73,20.58,-38.2,86.1,-280.41,139.09,3.24,-2.11,-46.68,-161.1,-324.22,102.11,17.89,-12.52,73.54,21.71,25.93,-1.69,-24.96,-13.89,-26.81,89.5,-30.87,2.4,22.38,4.47,-51.4,24.59,10.91,4.98
2481289,498_1,0.1194,-173.4,367.49,115.55,6.81,-20.3,-7.87,2.92,-18.91,8.88,-22.95,29.25,-32.67,128.3,-309.02,154.48,5.07,-7.22,-52.53,-163.54,-347.54,120.24,21.75,-14.53,83.83,28.08,23.71,-1.56,-18.31,6.49,-26.47,128.5,-19.06,1.6,32.13,6.49,-47.21,36.6,18.33,-4.62
2481290,498_1,0.1222,-163.91,305.14,94.38,6.83,-15.12,-5.77,4.17,-18.69,8.78,-33.69,35.12,-27.58,146.96,-326.34,164.1,7.07,-13.01,-55.74,-166.04,-419.96,155.65,24.95,-16.21,90.31,32.8,18.96,-1.27,-12.08,25.98,-25.33,204.8,-2.34,-0.13,42.54,8.42,-41.25,49.6,26.04,-13.28
2481291,498_1,0.125,-153.66,197.47,56.43,6.05,-9.46,-1.66,4.22,-18.81,8.83,-43.41,36.99,-23.08,128.49,-330.79,167.12,9.43,-18.3,-55.46,-167.9,-523.57,201.06,26.57,-17.21,91.87,35.26,13.01,-0.9,-6.85,43.16,-24.12,303.48,18.95,-2.93,52.7,9.94,-33.72,62.74,32.49,-20.08
2481292,498_1,0.1278,-143.82,45.67,1.76,4.51,-4.39,3.66,3.53,-18.68,8.77,-51.42,33.86,-19.38,63.05,-320.68,162.81,12.18,-21.8,-51.19,-168.44,-629.04,245.45,25.86,-17.05,87.61,34.93,7.27,-0.54,-3.27,56.7,-23.77,401.55,43.39,-6.83,61.5,10.84,-24.96,74.79,36.11,-24.31
2481293,498_1,0.1306,-135.45,-140.47,-66.25,2.66,-0.81,8.67,2.71,-17.46,8.2,-57.03,25.56,-16.88,-51.52,-294.77,150.83,15.04,-22.44,-43.1,-167.26,-706.91,277.89,22.56,-15.28,77.32,31.46,2.8,-0.24,-1.85,65.51,-24.95,476.5,69.14,-11.73,67.98,11.03,-15.57,84.4,35.85,-25.62
2481294,498_1,0.1333,-129.39,-341.49,-140.44,1.33,0.82,11.37,2.38,-14.37,6.76,-59.72,13.02,-16.01,-206.53,-252.86,131.48,17.41,-19.86,-32.21,-164.32,-736.29,290.59,17.21,-11.75,61.81,24.91,0.13,-0.05,-2.83,68.88,-27.65,513.58,94.72,-17.61,71.63,10.6,-6.52,90.39,31.58,-24.07
2481295,498_1,0.1361,-126.24,-530.4,-210.6,1.53,0.6,9.87,3.01,-8.98,4.24,-59.33,-1.85,-16.9,-381.33,-196.36,105.88,18.48,-14.59,-20.28,-159.92,-708.58,280.21,11.15,-6.79,43.0,15.9,-0.87,0.04,-5.98,66.6,-31.01,509.33,119.54,-24.49,72.56,9.77,0.97,92.06,24.31,-20.11
2481296,498_1,0.1389,-126.24,-677.62,-265.26,4.14,-0.81,3.1,4.8,-1.49,0.74,-56.12,-16.66,-19.18,-545.71,-128.51,75.9,17.42,-7.94,-9.31,-154.6,-626.32,247.47,6.18,-1.22,23.46,5.51,-0.8,0.06,-10.64,59.05,-33.55,470.64,143.81,-32.38,71.43,8.84,5.68,89.39,15.91,-14.41
2481297,498_1,0.1417,-129.25,-757.35,-294.09,9.53,-2.39,-8.66,7.63,7.2,-3.32,-50.69,-29.1,-21.87,-665.53,-54.45,44.1,13.75,-1.68,-1.0,-149.05,-499.41,195.85,3.94,3.78,5.59,-4.93,-0.46,0.06,-15.81,47.11,-33.61,410.77,167.74,-41.08,69.24,8.1,6.72,83.03,8.6,-7.61
2481298,498_1,0.1444,-134.69,-753.48,-290.25,17.38,-3.05,-23.63,11.1,15.73,-7.3,-43.7,-37.54,-23.66,-710.58,18.94,13.52,7.51,2.51,3.77,-144.01,-341.15,130.23,5.4,6.98,-9.2,-14.19,-0.64,0.09,-20.31,31.97,-29.87,344.19,190.38,-49.92,66.88,7.69,3.72,74.13,4.26,-0.11
2481299,498_1,0.1472,-141.64,-663.14,-251.92,26.64,-1.99,-39.01,14.66,22.54,-10.48,-35.64,-41.26,-23.37,-662.27,83.54,-12.6,-0.65,3.46,5.1,-140.17,-165.68,56.07,10.54,7.43,-20.88,-21.42,-1.89,0.17,-23.09,14.81,-21.79,282.19,208.85,-57.64,64.87,7.58,-3.06,63.96,3.9,7.99
2481300,498_1,0.15,-148.94,-497.16,-182.72,35.77,1.03,-51.67,17.65,26.24,-12.21,-26.67,-40.49,-20.49,-518.75,130.9,-31.19,-9.55,0.88,3.89,-138.15,12.78,-20.75,18.33,4.8,-30.45,-26.21,-4.39,0.31,-23.34,-3.47,-9.67,230.44,218.44,-62.45,63.13,7.52,-12.85,53.67,7.42,16.82
2481301,498_1,0.1528,-155.53,-277.55,-90.97,43.08,5.58,-58.88,19.43,25.89,-12.06,-16.61,-36.27,-15.4,-296.05,153.73,-39.81,-17.78,-4.66,1.39,-138.4,179.73,-93.78,27.15,-0.53,-39.09,-28.54,-7.93,0.51,-20.73,-22.41,5.31,188.76,213.73,-62.49,61.05,7.18,-24.58,44.02,13.62,26.49
2481302,498_1,0.1556,-160.7,-33.22,11.86,47.1,10.65,-58.84,19.52,21.04,-9.82,-5.15,-30.13,-9.35,-24.92,147.54,-37.15,-23.93,-11.93,-1.2,-141.14,320.28,-155.94,35.13,-7.59,-47.2,-28.66,-11.96,0.74,-15.51,-42.01,21.44,152.9,190.44,-56.32,57.67,6.2,-37.05,35.34,20.69,36.89
2481303,498_1,0.1583,-164.32,205.06,112.99,46.89,14.96,-50.98,17.69,11.85,-5.57,7.91,-23.78,-4.06,255.28,111.92,-23.24,-26.88,-19.37,-3.07,-146.32,420.08,-200.09,40.65,-15.04,-53.82,-26.93,-15.76,0.96,-8.49,-62.51,36.64,117.23,147.4,-43.56,52.01,4.34,-49.11,27.58,26.66,47.53
2481304,498_1,0.1611,-166.75,409.35,200.27,42.2,17.37,-36.02,14.16,-0.95,0.34,22.36,-18.77,-1.12,504.17,50.9,0.44,-26.01,-25.56,-3.95,-153.71,467.56,-220.18,42.61,-21.6,-56.77,-23.64,-18.59,1.12,-0.97,-84.05,48.79,77.32,87.83,-25.31,43.41,1.52,-59.74,20.56,29.93,57.61
2481305,498_1,0.1639,-168.65,558.06,263.75,33.56,17.15,-15.94,9.6,-16.08,7.32,37.51,-16.13,-1.48,687.49,-27.86,31.23,-21.3,-29.52,-3.98,-162.91,456.88,-212.84,40.59,-26.3,-53.51,-19.01,-19.91,1.2,5.53,-106.33,55.87,31.29,19.2,-4.0,31.81,-2.12,-68.15,14.13,29.65,66.13
2481306,498_1,0.1667,-170.63,637.87,296.66,22.18,14.24,6.22,5.13,-31.82,14.58,52.13,-16.16,-5.16,782.81,-114.46,65.69,-13.32,-30.9,-3.64,-173.56,390.53,-178.77,34.92,-28.7,-42.18,-13.17,-19.48,1.17,9.71,-128.29,56.15,-20.22,-48.44,17.09,17.91,-6.29,-73.82,8.36,25.85,72.08
2481307,498_1,0.1694,-172.98,644.07,295.85,9.78,9.09,26.72,2.0,-46.25,21.22,64.74,-18.36,-11.17,782.55,-198.4,100.05,-3.16,-29.9,-3.47,-185.35,280.24,-123.34,26.48,-28.82,-22.46,-6.33,-17.45,1.04,10.79,-148.06,48.46,-75.19,-105.26,34.72,3.1,-10.59,-76.43,3.54,19.3,74.65
2481308,498_1,0.1722,-175.6,579.98,261.9,-1.69,2.51,41.78,1.35,-57.48,26.41,73.84,-21.69,-17.83,693.93,-269.52,130.56,7.7,-27.11,-3.97,-198.12,145.41,-55.96,16.59,-26.99,4.13,1.14,-14.25,0.85,8.8,-163.17,32.47,-131.5,-144.25,46.61,-10.78,-14.58,-75.89,0.15,11.19,73.29
2481309,498_1,0.175,-178.18,456.58,199.3,-10.46,-4.67,48.24,3.86,-64.03,29.44,78.26,-24.92,-23.34,535.86,-318.61,153.84,17.75,-23.16,-5.45,-211.7,9.09,11.94,6.6,-23.54,34.57,8.5,-10.48,0.62,4.59,-171.01,9.01,-187.34,-162.72,51.87,-21.85,-17.88,-72.24,-1.41,2.75,67.8
2481310,498_1,0.1778,-180.54,292.34,116.73,-15.23,-11.84,44.24,9.61,-65.01,29.92,77.36,-27.14,-26.29,333.69,-337.48,166.98,25.67,-18.44,-7.84,-225.8,-107.23,69.52,-2.38,-18.7,65.01,14.66,-6.74,0.39,-0.43,-169.44,-19.73,-240.76,-162.34,51.01,-28.64,-20.2,-65.61,-0.93,-5.14,58.42
2481311,498_1,0.1806,-195.34,285.87,142.45,30.38,0.99,-5.28,28.89,-18.19,8.14,23.66,-29.16,-51.12,-158.08,-141.96,36.59,-1.68,-17.64,-21.08,-195.73,227.8,106.83,43.51,-9.06,64.29,40.22,2.55,-0.01,-26.97,-62.41,-39.27,91.93,98.43,-26.24,16.24,7.55,-27.27,-15.5,-26.91,-7.69
2481312,498_1,0.1833,-185.93,-53.6,-54.64,-11.37,-25.34,6.56,28.53,-50.33,23.29,60.35,-27.87,-23.86,-104.66,-258.09,154.25,32.3,-6.72,-13.3,-252.93,-227.08,127.3,-15.33,-4.96,110.32,18.34,-0.62,0.01,-6.69,-135.43,-78.47,-327.3,-125.27,37.51,-27.61,-21.23,-44.54,5.16,-18.36,31.18
2481313,498_1,0.1861,-190.46,-176.02,-111.51,-4.02,-31.83,-21.76,39.57,-36.48,17.02,46.1,-27.52,-20.75,-307.27,-151.86,126.15,31.12,0.82,-14.72,-263.87,-227.48,126.7,-19.46,3.95,118.86,14.18,1.78,-0.14,-5.93,-105.45,-99.91,-351.61,-100.14,28.58,-21.15,-19.83,-31.0,9.46,-24.18,15.87
2481314,498_1,0.1889,-197.01,-229.78,-129.49,5.15,-38.26,-50.68,50.02,-20.45,9.76,29.83,-27.82,-18.9,-491.27,-3.21,84.34,27.84,9.66,-14.25,-271.4,-201.4,114.33,-22.45,13.89,115.47,6.24,4.03,-0.28,-2.48,-70.78,-111.16,-358.54,-76.32,20.01,-12.61,-17.15,-16.4,13.57,-29.82,1.36
2481315,498_1,0.1917,-205.26,-199.29,-99.25,14.6,-44.41,-75.39,58.78,-4.25,2.42,12.97,-29.33,-19.95,-661.29,177.25,31.89,23.38,19.43,-11.6,-274.48,-166.38,100.21,-24.43,24.23,99.93,-4.02,6.33,-0.42,2.78,-35.36,-110.44,-347.89,-55.71,12.39,-3.5,-13.24,-1.65,16.96,-35.09,-11.15
2481316,498_1,0.1944,-213.73,-82.01,-18.77,23.07,-49.79,-91.71,65.13,10.1,-4.08,-3.28,-32.09,-24.55,-826.87,369.59,-26.02,18.62,29.28,-7.12,-272.58,-139.98,93.92,-25.2,34.08,73.61,-14.36,8.66,-0.56,8.52,-3.06,-98.06,-322.68,-38.53,5.76,5.11,-8.19,12.21,19.58,-39.35,-20.93
