jointforce_id,session_trial,time,elbow_force_x,elbow_force_y,elbow_force_z,shoulder_upper_arm_force_x,shoulder_upper_arm_force_y,shoulder_upper_arm_force_z,shoulder_thorax_force_x,shoulder_thorax_force_y,shoulder_thorax_force_z,wrist_force_x,wrist_force_y,wrist_force_z,glove_elbow_force_x,glove_elbow_force_y,glove_elbow_force_z,glove_shoulder_glove_upper_arm_force_x,glove_shoulder_glove_upper_arm_force_y,glove_shoulder_glove_upper_arm_force_z,glove_shoulder_thorax_force_x,glove_shoulder_thorax_force_y,glove_shoulder_thorax_force_z,glove_wrist_force_x,glove_wrist_force_y,glove_wrist_force_z
2484105,498_5,0.2194,-12.54,34.47,5.58,-1.15,39.41,-37.31,-9.41,11.62,52.2,0.95,91.22,5.02,-9.76,-16.19,-6.0,-59.08,52.98,-9.29,-58.63,43.43,30.03,11.51,-17.99,11.88
2484106,498_5,0.2222,-22.17,41.92,-1.83,-3.43,40.41,-41.45,-7.14,12.71,55.82,-14.27,104.36,-10.21,-19.14,-17.52,-13.95,-61.23,57.88,-4.9,-65.28,41.44,30.43,1.77,-20.46,2.87
2484107,498_5,0.225,-31.35,47.15,-6.08,-2.04,39.03,-46.2,-5.38,17.35,57.32,-25.84,108.59,-21.09,-25.35,-17.4,-19.16,-56.5,58.26,1.18,-66.42,33.83,28.15,-5.91,-19.97,-2.66
2484108,498_5,0.2278,-39.02,49.84,-6.04,3.28,34.6,-52.26,-3.6,26.37,56.54,-32.79,104.11,-26.26,-28.02,-15.39,-21.93,-46.28,54.11,8.93,-62.74,21.8,22.84,-10.77,-16.32,-5.35
2484109,498_5,0.2306,-44.47,50.04,-1.61,12.38,27.29,-59.97,-1.67,39.85,53.85,-34.93,92.18,-25.52,-27.2,-11.52,-22.44,-32.26,45.69,17.71,-54.89,7.08,14.61,-12.53,-10.01,-5.96
2484110,498_5,0.2333,-47.47,48.13,6.34,24.62,18.02,-69.28,0.15,57.05,49.96,-32.83,74.84,-19.74,-23.35,-6.31,-20.79,-16.12,33.55,26.49,-43.51,-8.45,4.11,-11.42,-2.02,-5.2
2484111,498_5,0.2361,-48.22,44.76,16.31,39.04,8.14,-79.71,1.38,76.64,45.77,-27.62,54.58,-10.58,-17.27,-0.63,-17.13,0.61,18.64,34.0,-29.3,-23.05,-7.56,-8.1,6.39,-3.62
2484112,498_5,0.2389,-47.28,40.75,26.54,54.43,-0.92,-90.52,1.56,96.87,42.12,-20.75,33.94,0.03,-10.05,4.54,-11.71,16.67,2.44,39.04,-13.19,-35.3,-18.86,-3.5,13.87,-1.66
2484113,498_5,0.2417,-45.37,36.91,35.44,69.41,-7.95,-100.79,0.41,115.88,39.64,-13.7,15.22,10.23,-2.96,8.33,-5.01,30.95,-13.19,40.62,3.56,-44.15,-28.04,1.28,19.31,0.43
2484114,498_5,0.2444,-43.25,33.92,41.84,82.59,-12.23,-109.47,-2.01,131.8,38.56,-7.71,0.2,18.57,2.67,10.21,2.28,42.46,-26.1,38.09,19.41,-48.95,-33.35,5.17,22.0,2.45
2484115,498_5,0.2472,-41.42,32.11,45.1,92.52,-13.56,-115.4,-5.3,142.85,38.69,-3.62,-10.06,24.21,5.67,10.08,9.31,50.35,-34.27,31.26,32.68,-49.34,-33.37,7.31,21.74,4.3
2484116,498_5,0.25,-40.01,31.39,45.11,97.85,-12.28,-117.34,-8.78,147.37,39.4,-1.68,-15.31,26.88,5.28,8.25,15.22,53.95,-36.17,20.4,41.86,-45.32,-27.26,7.19,18.86,5.89
2484117,498_5,0.2528,-38.78,31.28,42.12,97.39,-9.04,-114.06,-11.65,143.95,39.79,-1.66,-16.0,26.79,1.25,5.35,19.28,52.96,-31.1,6.19,45.94,-37.2,-15.01,4.7,14.1,7.16
2484118,498_5,0.2556,-37.18,31.03,36.67,90.27,-4.61,-104.57,-13.13,131.59,38.94,-2.91,-13.16,24.48,-6.01,2.08,21.04,47.54,-19.38,-10.3,44.61,-25.67,2.54,0.18,8.5,8.03
2484119,498_5,0.2583,-34.55,29.82,29.43,76.15,0.3,-88.38,-12.65,109.96,36.17,-4.63,-8.06,20.65,-15.55,-0.88,20.37,38.38,-2.33,-27.73,38.31,-11.79,23.75,-5.73,3.12,8.49
2484120,498_5,0.2611,-30.42,27.02,21.11,55.4,5.22,-65.81,-9.99,79.66,31.25,-6.06,-2.01,16.01,-26.05,-3.05,17.49,26.62,18.02,-44.58,28.16,3.08,46.43,-12.15,-1.16,8.49
2484121,498_5,0.2639,-24.58,22.35,12.43,29.17,9.95,-38.08,-5.25,42.35,24.5,-6.64,3.92,11.18,-36.08,-4.17,12.83,13.66,39.25,-59.3,15.59,17.43,68.18,-18.19,-3.73,8.06
2484122,498_5,0.2667,-17.25,15.99,4.03,-0.65,14.5,-7.27,1.07,0.66,16.73,-6.11,8.96,6.63,-44.37,-4.18,7.02,0.85,59.03,-70.47,2.06,29.84,86.74,-23.08,-4.39,7.22
2484123,498_5,0.2694,-8.96,8.48,-3.53,-31.55,18.99,23.97,8.21,-42.01,8.98,-4.53,12.69,2.68,-50.06,-3.1,0.68,-10.77,75.52,-77.03,-11.26,39.23,100.35,-26.26,-3.25,6.02
2484124,498_5,0.2722,-0.51,0.65,-9.83,-60.72,23.48,52.8,15.18,-81.92,2.3,-2.19,15.02,-0.48,-52.77,-1.02,-5.61,-20.6,87.57,-78.4,-23.63,45.0,107.94,-27.52,-0.7,4.55
2484125,498_5,0.275,7.24,-6.59,-14.65,-85.31,27.91,76.63,20.96,-115.48,-2.56,0.45,16.01,-2.79,-52.62,2.01,-11.37,-28.55,94.79,-74.63,-34.72,47.16,109.28,-26.91,2.75,2.91
2484126,498_5,0.2778,13.46,-12.39,-17.9,-102.84,31.98,93.47,24.63,-139.64,-5.3,2.88,15.83,-4.28,-50.1,5.9,-16.28,-34.85,97.46,-66.3,-44.52,46.17,104.89,-24.76,6.62,1.21
2484127,498_5,0.2806,17.47,-16.13,-19.64,-111.53,35.17,102.12,25.57,-152.28,-6.1,4.63,14.69,-5.01,-45.89,10.53,-20.12,-39.82,96.28,-54.51,-53.06,42.79,95.86,-21.56,10.5,-0.43
