jointmoment_id,session_trial,time,elbow_moment_x,elbow_moment_y,elbow_moment_z,shoulder_thorax_moment_x,shoulder_thorax_moment_y,shoulder_thorax_moment_z,shoulder_upper_arm_moment_x,shoulder_upper_arm_moment_y,shoulder_upper_arm_moment_z,wrist_moment_x,wrist_moment_y,wrist_moment_z,glove_elbow_moment_x,glove_elbow_moment_y,glove_elbow_moment_z,glove_shoulder_glove_upper_arm_moment_x,glove_shoulder_glove_upper_arm_moment_y,glove_shoulder_glove_upper_arm_moment_z,glove_shoulder_thorax_moment_x,glove_shoulder_thorax_moment_y,glove_shoulder_thorax_moment_z,glove_wrist_moment_x,glove_wrist_moment_y,glove_wrist_moment_z
2481359,498_1,0.3139,-70.17,30.57,-14.56,-12.01,5.18,-7.02,-4.07,6.21,13.94,22.01,86.58,-0.34,-32.13,15.07,13.26,6.95,24.71,11.71,19.71,4.64,-20.31,7.87,-16.0,-0.47
2481360,498_1,0.3167,-58.32,38.2,-18.02,-16.64,-4.41,-13.3,-15.31,1.47,15.93,16.85,88.81,0.04,-33.29,21.57,14.18,4.33,30.94,12.37,22.3,1.18,-25.43,7.86,-18.61,-0.43
2481361,498_1,0.3194,-40.53,39.93,-19.47,-17.95,-13.04,-17.04,-23.56,-3.29,14.89,10.5,87.04,0.42,-31.84,26.42,14.15,2.51,35.04,12.67,23.9,-1.42,-28.65,6.64,-20.4,-0.35
2481362,498_1,0.3222,-20.0,34.88,-19.02,-15.61,-20.62,-17.57,-28.47,-7.77,10.24,3.71,81.32,0.77,-27.24,28.36,12.88,1.83,35.73,12.34,23.85,-2.69,-28.87,3.99,-21.03,-0.23
2481363,498_1,0.325,-0.19,23.77,-17.06,-10.18,-27.06,-14.97,-30.26,-11.63,2.37,-2.75,72.27,1.05,-19.47,26.29,10.27,2.63,32.17,11.09,21.83,-2.32,-25.28,-0.11,-20.32,-0.09
2481364,498_1,0.3278,16.08,8.7,-14.12,-2.9,-32.13,-10.0,-29.57,-14.53,-7.45,-8.22,60.9,1.24,-9.2,19.68,6.45,5.04,24.17,8.72,17.86,-0.27,-17.6,-5.35,-18.33,0.06
2481365,498_1,0.3305,-11.16,-7.68,-0.01,4.28,-10.71,-1.19,-7.02,-6.98,-6.07,-1.24,2.11,-0.06,-5.85,-4.44,-0.08,1.41,0.58,4.7,1.9,-2.75,-3.64,0.05,0.73,-0.06
2481366,498_1,0.3333,32.35,-21.82,-7.5,11.1,-36.82,2.46,-23.66,-16.38,-25.78,-14.61,35.91,1.3,13.06,-5.17,-2.97,13.47,-1.54,0.72,5.96,7.19,7.17,-16.9,-12.03,0.32
2481367,498_1,0.3361,32.26,-32.17,-4.67,15.37,-35.79,7.74,-19.63,-15.15,-31.15,-15.32,24.33,1.19,21.44,-20.09,-7.29,17.75,-15.74,-4.3,-0.59,10.85,20.95,-21.66,-8.75,0.4
2481368,498_1,0.3389,27.92,-37.35,-2.48,17.08,-32.44,11.42,-15.38,-12.68,-32.89,-14.6,14.28,1.02,25.98,-33.45,-10.55,20.42,-28.03,-9.31,-6.67,13.03,32.75,-24.79,-6.05,0.44
2481369,498_1,0.3417,20.72,-37.32,-1.03,16.4,-27.08,13.31,-11.1,-9.35,-31.11,-12.82,6.11,0.81,26.07,-42.91,-12.36,20.32,-36.66,-13.7,-11.86,12.85,40.63,-25.85,-4.21,0.44
2481370,498_1,0.3444,12.11,-33.03,-0.26,13.99,-20.35,13.57,-6.91,-5.62,-26.58,-10.43,-0.11,0.59,21.99,-46.9,-12.64,16.82,-40.65,-16.99,-15.99,9.9,43.42,-24.76,-3.28,0.4
2481371,498_1,0.3472,3.46,-26.0,-0.06,10.7,-13.05,12.61,-2.91,-2.03,-20.43,-7.85,-4.43,0.38,14.77,-44.97,-11.56,9.97,-39.93,-18.91,-19.05,4.36,40.95,-21.79,-3.13,0.35
2481372,498_1,0.35,-4.08,-17.94,-0.26,7.4,-6.0,10.93,0.78,0.99,-13.91,-5.43,-7.02,0.21,5.88,-37.84,-9.51,0.55,-35.23,-19.42,-21.13,-3.06,34.01,-17.46,-3.48,0.28
2481373,498_1,0.3528,-9.63,-10.37,-0.65,4.77,0.1,8.98,4.06,3.12,-8.03,-3.41,-8.1,0.09,-3.14,-27.08,-6.93,-10.15,-27.81,-18.72,-22.35,-11.3,24.08,-12.46,-4.05,0.22
2481374,498_1,0.3555,-12.69,-4.3,-1.09,3.24,4.8,7.09,6.83,4.17,-3.48,-1.86,-7.94,0.01,-10.98,-14.68,-4.27,-20.63,-19.15,-17.11,-22.78,-19.21,12.95,-7.48,-4.56,0.16
2481375,498_1,0.3583,-13.13,-0.22,-1.43,2.89,7.92,5.39,9.02,4.15,-0.52,-0.77,-6.8,-0.02,-16.75,-2.59,-1.88,-29.52,-10.59,-14.97,-22.5,-25.75,2.3,-3.07,-4.83,0.1
2481376,498_1,0.3611,-11.21,1.93,-1.61,3.56,9.57,3.9,10.59,3.18,1.0,-0.05,-5.01,-0.02,-20.05,7.64,0.0,-35.81,-3.15,-12.63,-21.53,-30.23,-6.57,0.39,-4.78,0.06
2481377,498_1,0.3639,-7.52,2.58,-1.58,4.91,10.01,2.52,11.54,1.49,1.43,0.45,-2.87,0.0,-20.93,15.08,1.29,-39.0,2.56,-10.34,-19.93,-32.3,-12.94,2.76,-4.41,0.03
2481378,498_1,0.3667,-2.91,2.3,-1.36,6.52,9.6,1.15,11.89,-0.63,1.26,0.84,-0.7,0.03,-19.76,19.43,1.99,-39.08,6.36,-8.26,-17.78,-32.02,-16.58,4.06,-3.79,0.0
2481379,498_1,0.3694,1.7,1.69,-0.99,7.96,8.69,-0.27,11.67,-2.86,0.92,1.2,1.19,0.06,-17.12,20.94,2.19,-36.47,8.42,-6.43,-15.18,-29.73,-17.76,4.48,-3.01,-0.02
2481380,498_1,0.3722,5.4,1.16,-0.51,8.89,7.55,-1.73,10.92,-4.86,0.74,1.58,2.59,0.08,-13.63,20.18,2.03,-31.82,9.07,-4.85,-12.26,-25.92,-17.01,4.27,-2.18,-0.04
2481381,498_1,0.375,7.54,0.96,0.01,9.08,6.35,-3.1,9.69,-6.36,0.85,1.97,3.34,0.07,-9.87,17.92,1.64,-25.9,8.76,-3.44,-9.19,-21.17,-14.98,3.67,-1.39,-0.06
2481382,498_1,0.3778,7.73,1.11,0.51,8.43,5.2,-4.17,8.07,-7.09,1.23,2.32,3.4,0.05,-6.3,14.88,1.15,-19.42,7.9,-2.12,-6.11,-15.98,-12.33,2.92,-0.67,-0.07
2481383,498_1,0.3806,5.97,1.49,0.95,7.0,4.16,-4.74,6.2,-6.92,1.77,2.58,2.82,0.01,-3.2,11.67,0.65,-12.97,6.8,-0.8,-3.16,-10.73,-9.56,2.18,-0.07,-0.08
2481384,498_1,0.3833,2.57,1.96,1.3,4.93,3.28,-4.64,4.25,-5.79,2.32,2.71,1.76,-0.04,-0.75,8.7,0.22,-6.93,5.69,0.6,-0.46,-5.69,-7.05,1.55,0.4,-0.08
2481385,498_1,0.3861,-1.89,2.35,1.52,2.46,2.6,-3.79,2.42,-3.8,2.73,2.68,0.42,-0.08,1.01,6.24,-0.11,-1.53,4.66,2.14,1.92,-0.98,-4.98,1.08,0.76,-0.08
2481386,498_1,0.3889,-6.72,2.59,1.62,-0.14,2.19,-2.27,0.89,-1.15,2.96,2.51,-0.96,-0.12,2.08,4.35,-0.33,3.13,3.76,3.84,3.93,3.37,-3.45,0.76,1.0,-0.08
2481387,498_1,0.3917,-11.23,2.69,1.61,-2.59,2.06,-0.3,-0.22,1.82,3.01,2.21,-2.19,-0.15,2.51,3.05,-0.44,7.04,2.97,5.67,5.56,7.3,-2.44,0.59,1.12,-0.07
2481388,498_1,0.3944,-14.87,2.72,1.5,-4.68,2.24,1.8,-0.84,4.73,2.96,1.84,-3.11,-0.17,2.33,2.27,-0.45,10.17,2.32,7.52,6.8,10.74,-1.89,0.52,1.11,-0.05
2481389,498_1,0.3972,-17.25,2.81,1.33,-6.25,2.7,3.68,-1.0,7.22,2.94,1.47,-3.63,-0.17,1.59,1.93,-0.4,12.5,1.83,9.21,7.67,13.53,-1.72,0.54,0.96,-0.04
2481390,498_1,0.4,-18.24,3.06,1.11,-7.24,3.36,5.02,-0.8,8.98,3.06,1.14,-3.75,-0.16,0.32,1.93,-0.29,13.95,1.56,10.53,8.19,15.45,-1.85,0.6,0.67,-0.03
2481391,498_1,0.4028,-17.91,3.58,0.88,-7.66,4.15,5.58,-0.36,9.81,3.41,0.91,-3.52,-0.13,-1.37,2.19,-0.15,14.43,1.54,11.23,8.38,16.27,-2.17,0.69,0.23,-0.02
2481392,498_1,0.4055,-16.48,4.41,0.67,-7.63,4.95,5.26,0.13,9.68,4.05,0.81,-3.03,-0.11,-3.33,2.59,0.0,13.91,1.79,11.14,8.23,15.81,-2.59,0.78,-0.32,-0.02
2481393,498_1,0.4083,-14.27,5.53,0.48,-7.29,5.67,4.08,0.53,8.68,4.97,0.85,-2.39,-0.08,-5.34,2.99,0.17,12.43,2.22,10.18,7.77,14.09,-2.98,0.84,-0.94,-0.01
2481394,498_1,0.4111,-11.63,6.88,0.34,-6.82,6.22,2.21,0.69,7.03,6.1,1.02,-1.72,-0.06,-7.09,3.21,0.32,10.18,2.68,8.42,6.97,11.31,-3.17,0.84,-1.55,-0.01
2481395,498_1,0.4139,-8.89,8.33,0.24,-6.37,6.55,-0.09,0.56,5.0,7.36,1.3,-1.09,-0.03,-8.28,3.1,0.46,7.46,2.92,6.1,5.86,7.88,-3.01,0.77,-2.06,0.0
2481396,498_1,0.4167,-6.31,9.75,0.18,-6.09,6.64,-2.5,0.12,2.93,8.62,1.64,-0.55,-0.02,-8.61,2.5,0.57,4.65,2.71,3.54,4.45,4.37,-2.4,0.58,-2.38,0.01
2481397,498_1,0.4194,-4.08,10.99,0.15,-6.01,6.51,-4.7,-0.55,1.1,9.73,1.98,-0.15,-0.01,-7.9,1.37,0.65,2.15,1.89,1.13,2.82,1.34,-1.29,0.28,-2.45,0.02
2481398,498_1,0.4222,-2.29,11.92,0.14,-6.14,6.2,-6.41,-1.35,-0.26,10.57,2.27,0.13,0.0,-6.11,-0.24,0.67,0.28,0.41,-0.81,1.1,-0.77,0.27,-0.12,-2.21,0.04
2481399,498_1,0.425,-0.96,12.42,0.13,-6.41,5.79,-7.45,-2.11,-1.03,11.04,2.47,0.3,0.01,-3.36,-2.16,0.63,-0.77,-1.59,-2.06,-0.57,-1.72,2.11,-0.59,-1.67,0.06
2481400,498_1,0.4278,-0.01,12.44,0.09,-6.69,5.33,-7.72,-2.7,-1.19,11.07,2.54,0.4,0.02,0.07,-4.11,0.53,-0.99,-3.8,-2.55,-2.01,-1.54,3.96,-1.07,-0.88,0.08
2481401,498_1,0.4306,0.69,11.93,0.02,-6.82,4.85,-7.24,-2.99,-0.84,10.61,2.45,0.47,0.03,3.76,-5.78,0.37,-0.55,-5.85,-2.39,-3.06,-0.52,5.54,-1.5,0.09,0.09
2481402,498_1,0.4333,1.3,10.9,-0.1,-6.67,4.37,-6.13,-2.9,-0.15,9.66,2.2,0.54,0.04,7.28,-6.86,0.17,0.29,-7.33,-1.77,-3.62,0.9,6.57,-1.81,1.11,0.09
2481403,498_1,0.4361,1.98,9.38,-0.26,-6.11,3.88,-4.56,-2.42,0.68,8.25,1.81,0.65,0.06,10.18,-7.17,-0.05,1.21,-7.93,-0.98,-3.62,2.25,6.86,-1.95,2.05,0.09
2481404,498_1,0.4389,2.84,7.45,-0.46,-5.1,3.34,-2.73,-1.57,1.44,6.45,1.31,0.8,0.09,12.17,-6.63,-0.27,1.92,-7.5,-0.28,-3.11,3.11,6.34,-1.9,2.8,0.07
2481405,498_1,0.4417,3.89,5.21,-0.66,-3.64,2.74,-0.86,-0.46,1.98,4.35,0.74,1.0,0.11,13.07,-5.3,-0.46,2.22,-6.06,0.12,-2.18,3.22,5.08,-1.65,3.27,0.05
2481406,498_1,0.4444,5.07,2.83,-0.85,-1.84,2.07,0.87,0.79,2.19,2.12,0.16,1.21,0.13,12.9,-3.37,-0.59,1.99,-3.82,0.12,-1.03,2.47,3.26,-1.24,3.42,0.03
2481407,498_1,0.4472,6.22,0.48,-1.0,0.14,1.36,2.29,2.05,2.05,-0.08,-0.37,1.39,0.14,11.78,-1.1,-0.67,1.14,-1.11,-0.28,0.09,0.93,1.1,-0.72,3.26,0.0
2481408,498_1,0.45,7.13,-1.63,-1.08,2.11,0.66,3.29,3.18,1.58,-2.04,-0.8,1.5,0.15,9.95,1.26,-0.68,-0.36,1.65,-0.97,0.87,-1.22,-1.14,-0.16,2.82,-0.02
2481409,498_1,0.4528,7.57,-3.32,-1.07,3.88,0.05,3.8,4.07,0.85,-3.58,-1.07,1.49,0.15,7.63,3.46,-0.64,-2.49,4.06,-1.78,1.0,-3.73,-3.25,0.38,2.17,-0.04
2481410,498_1,0.4556,7.39,-4.44,-0.95,5.28,-0.39,3.77,4.65,-0.07,-4.57,-1.15,1.34,0.13,5.05,5.34,-0.55,-5.23,5.75,-2.49,0.22,-6.3,-5.05,0.84,1.39,-0.05
2481411,498_1,0.4583,6.53,-4.91,-0.73,6.22,-0.62,3.24,4.9,-1.09,-4.92,-1.06,1.04,0.11,2.37,6.77,-0.44,-8.47,6.49,-2.89,-1.6,-8.65,-6.43,1.19,0.55,-0.06
2481412,498_1,0.4611,5.07,-4.77,-0.43,6.66,-0.63,2.25,4.81,-2.15,-4.67,-0.81,0.63,0.07,-0.26,7.69,-0.32,-11.96,6.18,-2.79,-4.39,-10.48,-7.34,1.4,-0.28,-0.07
2481413,498_1,0.4639,3.18,-4.1,-0.07,6.63,-0.47,0.92,4.4,-3.19,-3.92,-0.46,0.14,0.03,-2.73,8.07,-0.21,-15.35,4.89,-2.12,-7.89,-11.53,-7.73,1.47,-1.05,-0.07
2481414,498_1,0.4667,1.13,-3.09,0.32,6.22,-0.22,-0.64,3.72,-4.16,-2.84,-0.07,-0.37,-0.02,-4.91,7.9,-0.11,-18.14,2.8,-0.87,-11.59,-11.6,-7.59,1.39,-1.71,-0.08
2481415,498_1,0.4694,-0.82,-1.94,0.7,5.49,-0.01,-2.29,2.77,-5.03,-1.62,0.29,-0.83,-0.07,-6.68,7.18,-0.03,-19.81,0.23,0.86,-14.89,-10.54,-6.93,1.19,-2.22,-0.08
2481416,498_1,0.4722,-2.42,-0.82,1.05,4.53,0.05,-3.92,1.58,-5.77,-0.44,0.58,-1.19,-0.11,-7.88,5.94,0.04,-19.87,-2.47,2.88,-17.16,-8.32,-5.77,0.89,-2.54,-0.08
2481417,498_1,0.475,-3.5,0.13,1.35,3.4,-0.12,-5.42,0.18,-6.35,0.55,0.76,-1.44,-0.16,-8.38,4.24,0.1,-17.99,-4.98,4.99,-17.89,-5.02,-4.15,0.51,-2.64,-0.07
2481418,498_1,0.4778,-3.96,0.84,1.56,2.16,-0.54,-6.71,-1.39,-6.73,1.29,0.83,-1.55,-0.19,-8.1,2.16,0.16,-14.13,-7.0,6.96,-16.79,-0.84,-2.16,0.09,-2.52,-0.06
2481419,498_1,0.4806,-3.8,1.31,1.66,0.89,-1.14,-7.7,-2.98,-6.9,1.77,0.8,-1.51,-0.22,-7.02,-0.15,0.23,-8.52,-8.36,8.62,-13.9,3.9,0.07,-0.35,-2.18,-0.03
2481420,498_1,0.4833,-3.04,1.57,1.65,-0.31,-1.8,-8.31,-4.44,-6.82,2.03,0.73,-1.33,-0.23,-5.23,-2.51,0.31,-1.69,-9.0,9.84,-9.51,8.79,2.35,-0.76,-1.66,0.0
2481421,498_1,0.4861,-1.78,1.71,1.49,-1.3,-2.34,-8.47,-5.51,-6.49,2.11,0.64,-1.02,-0.22,-2.91,-4.72,0.4,5.62,-8.94,10.57,-4.21,13.39,4.49,-1.12,-1.03,0.04
2481422,498_1,0.4889,-0.12,1.78,1.2,-1.94,-2.58,-8.1,-5.97,-5.89,2.1,0.58,-0.59,-0.2,-0.32,-6.55,0.5,12.56,-8.31,10.82,1.29,17.28,6.27,-1.4,-0.35,0.08
2481423,498_1,0.4917,1.81,1.84,0.77,-2.13,-2.39,-7.17,-5.64,-5.06,2.04,0.56,-0.07,-0.15,2.24,-7.83,0.59,18.32,-7.25,10.62,6.27,20.08,7.52,-1.56,0.28,0.13
2481424,498_1,0.4944,3.86,1.93,0.23,-1.8,-1.71,-5.69,-4.45,-4.0,1.96,0.6,0.51,-0.09,4.46,-8.38,0.67,22.23,-5.9,10.05,10.13,21.52,8.06,-1.6,0.79,0.16
2481425,498_1,0.4972,5.83,2.06,-0.37,-1.03,-0.57,-3.74,-2.48,-2.76,1.91,0.68,1.1,-0.02,6.12,-8.14,0.72,23.91,-4.39,9.16,12.47,21.46,7.82,-1.5,1.11,0.18
2481426,498_1,0.5,7.55,2.24,-0.98,0.04,0.93,-1.45,0.03,-1.38,1.9,0.78,1.64,0.05,7.07,-7.09,0.72,23.29,-2.78,7.98,13.2,19.92,6.81,-1.27,1.24,0.19
2481427,498_1,0.5028,8.84,2.48,-1.52,1.19,2.62,1.0,2.77,0.12,1.97,0.89,2.08,0.12,7.31,-5.34,0.67,20.62,-1.12,6.53,12.49,17.05,5.11,-0.92,1.17,0.18
2481428,498_1,0.5056,9.57,2.79,-1.94,2.14,4.31,3.39,5.35,1.67,2.15,0.99,2.36,0.18,6.96,-3.08,0.55,16.45,0.55,4.84,10.71,13.19,2.92,-0.48,0.95,0.15
2481429,498_1,0.5083,9.71,3.17,-2.18,2.69,5.83,5.52,7.43,3.22,2.44,1.06,2.46,0.22,6.23,-0.58,0.38,11.5,2.19,2.95,8.41,8.76,0.5,0.0,0.65,0.11
2481430,498_1,0.5111,9.3,3.59,-2.23,2.68,7.0,7.19,8.72,4.66,2.84,1.09,2.37,0.24,5.38,1.86,0.15,6.57,3.75,0.98,6.12,4.27,-1.85,0.49,0.34,0.06
2481431,498_1,0.5139,8.47,3.99,-2.1,2.11,7.71,8.22,9.09,5.86,3.27,1.08,2.12,0.24,4.7,3.95,-0.1,2.37,5.11,-0.93,4.31,0.23,-3.84,0.93,0.1,0.0
2481432,498_1,0.5167,7.39,4.29,-1.82,1.07,7.85,8.52,8.52,6.7,3.64,1.03,1.74,0.21,4.39,5.43,-0.37,-0.56,6.17,-2.61,3.25,-2.91,-5.23,1.27,-0.02,-0.05
2481433,498_1,0.5194,6.24,4.36,-1.42,-0.22,7.38,8.05,7.12,7.01,3.82,0.93,1.29,0.17,4.55,6.14,-0.62,-1.96,6.82,-3.85,3.04,-4.84,-5.88,1.5,0.02,-0.09
2481434,498_1,0.5222,5.19,4.08,-0.99,-1.48,6.29,6.84,5.12,6.69,3.68,0.76,0.84,0.12,5.16,6.06,-0.83,-1.82,6.99,-4.51,3.56,-5.43,-5.75,1.58,0.21,-0.12
2481435,498_1,0.525,4.34,3.35,-0.56,-2.4,4.66,5.04,2.86,5.7,3.1,0.52,0.43,0.07,6.06,5.27,-0.98,-0.44,6.66,-4.49,4.56,-4.75,-4.94,1.52,0.52,-0.14
2481436,498_1,0.5278,3.75,2.14,-0.18,-2.66,2.63,2.88,0.75,4.06,2.04,0.2,0.1,0.02,7.01,3.97,-1.07,1.73,5.89,-3.84,5.7,-3.06,-3.65,1.34,0.9,-0.14
2481437,498_1,0.5306,3.43,0.48,0.1,-2.04,0.44,0.67,-0.79,1.91,0.52,-0.22,-0.13,-0.03,7.73,2.41,-1.09,4.17,4.81,-2.65,6.67,-0.74,-2.13,1.05,1.27,-0.13
2481438,498_1,0.5333,3.37,-1.49,0.28,-0.42,-1.63,-1.3,-1.42,-0.56,-1.33,-0.7,-0.24,-0.07,7.97,0.87,-1.04,6.37,3.6,-1.15,7.24,1.77,-0.65,0.72,1.57,-0.11
2481439,498_1,0.5361,3.5,-3.58,0.34,2.16,-3.3,-2.72,-0.89,-3.09,-3.32,-1.23,-0.24,-0.09,7.58,-0.38,-0.93,7.95,2.45,0.42,7.3,4.04,0.53,0.37,1.74,-0.08
2481440,498_1,0.5389,3.77,-5.52,0.31,5.48,-4.33,-3.42,0.82,-5.42,-5.19,-1.75,-0.15,-0.11,6.55,-1.14,-0.78,8.7,1.58,1.81,6.88,5.73,1.21,0.08,1.75,-0.05
2481441,498_1,0.5417,4.09,-7.05,0.19,9.18,-4.55,-3.36,3.53,-7.34,-6.68,-2.2,0.02,-0.12,4.99,-1.29,-0.61,8.58,1.15,2.8,6.11,6.66,1.28,-0.12,1.59,-0.03
2481442,498_1,0.5444,4.37,-7.93,0.02,12.79,-3.93,-2.65,6.83,-8.7,-7.55,-2.52,0.23,-0.11,3.1,-0.78,-0.43,7.72,1.24,3.25,5.19,6.74,0.71,-0.19,1.28,-0.01
2481443,498_1,0.5472,4.52,-8.02,-0.17,15.82,-2.55,-1.55,10.19,-9.45,-7.67,-2.63,0.47,-0.1,1.15,0.32,-0.28,6.36,1.91,3.07,4.37,6.05,-0.42,-0.1,0.86,0.0
2481444,498_1,0.55,4.45,-7.28,-0.35,17.87,-0.64,-0.39,13.04,-9.66,-6.99,-2.5,0.68,-0.07,-0.6,1.89,-0.18,4.79,3.08,2.29,3.87,4.72,-2.0,0.14,0.39,-0.01
2481445,498_1,0.5528,4.11,-5.82,-0.48,18.66,1.53,0.49,14.9,-9.45,-5.61,-2.12,0.84,-0.05,-1.94,3.74,-0.13,3.31,4.64,0.97,3.82,2.99,-3.82,0.5,-0.08,-0.02
2481446,498_1,0.5556,3.52,-3.83,-0.56,18.11,3.64,0.83,15.43,-9.0,-3.72,-1.51,0.93,-0.02,-2.75,5.61,-0.14,2.15,6.38,-0.73,4.3,1.07,-5.64,0.94,-0.49,-0.04
2481447,498_1,0.5583,2.74,-1.6,-0.57,16.35,5.39,0.49,14.55,-8.46,-1.58,-0.73,0.95,0.01,-2.99,7.26,-0.2,1.48,8.06,-2.64,5.27,-0.78,-7.21,1.39,-0.8,-0.06
2481448,498_1,0.5611,1.91,0.58,-0.5,13.66,6.57,-0.47,12.44,-7.93,0.51,0.14,0.91,0.02,-2.69,8.43,-0.31,1.39,9.42,-4.51,6.58,-2.35,-8.3,1.76,-0.96,-0.09
2481449,498_1,0.5639,1.25,2.45,-0.37,10.48,7.09,-1.82,9.5,-7.43,2.31,0.99,0.86,0.03,-1.9,8.9,-0.41,1.86,10.22,-6.1,8.02,-3.44,-8.69,1.99,-0.96,-0.11
2481450,498_1,0.5667,0.96,3.81,-0.19,7.28,6.96,-3.21,6.3,-6.9,3.63,1.71,0.85,0.03,-0.69,8.52,-0.5,2.84,10.27,-7.14,9.34,-3.88,-8.25,2.01,-0.8,-0.12
2481451,498_1,0.5694,1.25,4.58,0.0,4.51,6.33,-4.19,3.47,-6.25,4.38,2.2,0.93,0.02,0.85,7.23,-0.54,4.19,9.45,-7.39,10.29,-3.53,-6.93,1.79,-0.51,-0.11
2481452,498_1,0.5722,2.26,4.76,0.16,2.53,5.38,-4.41,1.55,-5.36,4.56,2.39,1.13,-0.01,2.63,5.08,-0.51,5.77,7.76,-6.68,10.65,-2.33,-4.78,1.33,-0.1,-0.09
2481453,498_1,0.575,3.95,4.43,0.28,1.56,4.34,-3.62,0.91,-4.16,4.23,2.25,1.45,-0.05,4.5,2.22,-0.4,7.39,5.31,-4.94,10.29,-0.32,-1.95,0.66,0.34,-0.05
2481454,498_1,0.5778,6.14,3.7,0.35,1.6,3.38,-1.82,1.61,-2.65,3.53,1.8,1.86,-0.09,6.28,-1.12,-0.22,8.86,2.3,-2.22,9.13,2.4,1.31,-0.16,0.76,0.0
2481455,498_1,0.5806,8.44,2.71,0.36,2.45,2.59,0.73,3.4,-0.94,2.57,1.08,2.24,-0.12,7.69,-4.59,0.02,10.02,-0.97,1.29,7.22,5.59,4.68,-1.02,1.06,0.06
2481456,498_1,0.5833,10.31,1.56,0.36,3.72,1.97,3.56,5.72,0.79,1.47,0.22,2.45,-0.15,8.45,-7.83,0.29,10.72,-4.17,5.27,4.72,8.96,7.82,-1.84,1.17,0.12
2481457,498_1,0.5861,11.14,0.37,0.38,4.94,1.45,6.04,7.82,2.29,0.34,-0.68,2.34,-0.15,8.29,-10.52,0.56,10.88,-6.95,9.31,1.88,12.15,10.39,-2.51,1.01,0.16
2481458,498_1,0.5889,10.37,-0.79,0.5,5.61,0.93,7.57,8.98,3.32,-0.72,-1.47,1.76,-0.14,7.04,-12.36,0.8,10.5,-9.03,12.96,-0.98,14.84,12.13,-2.97,0.55,0.19
2481459,498_1,0.5917,7.7,-1.81,0.74,5.41,0.35,7.73,8.67,3.7,-1.62,-2.04,0.64,-0.11,4.72,-13.21,0.97,9.69,-10.21,15.81,-3.5,16.73,12.89,-3.15,-0.16,0.19
2481460,498_1,0.5944,3.16,-2.61,1.12,4.23,-0.29,6.38,6.74,3.37,-2.27,-2.29,-0.98,-0.07,1.58,-13.02,1.04,8.63,-10.4,17.53,-5.35,17.69,12.66,-3.07,-1.06,0.17
2481461,498_1,0.5972,-2.79,-3.12,1.6,2.27,-0.91,3.72,3.48,2.35,-2.61,-2.22,-2.95,-0.03,-1.92,-11.92,1.01,7.55,-9.65,17.95,-6.26,17.66,11.54,-2.76,-2.0,0.13
2481462,498_1,0.6,-9.27,-3.29,2.1,0.02,-1.39,0.27,-0.4,0.79,-2.64,-1.86,-4.99,0.02,-5.15,-10.14,0.88,6.71,-8.14,17.09,-6.08,16.79,9.78,-2.3,-2.81,0.08
2481463,498_1,0.6028,-15.17,-3.17,2.52,-1.85,-1.61,-3.26,-3.94,-1.12,-2.42,-1.32,-6.76,0.07,-7.45,-7.98,0.66,6.33,-6.11,15.14,-4.8,15.3,7.68,-1.77,-3.32,0.02
2481464,498_1,0.6056,-19.33,-2.85,2.73,-2.63,-1.51,-6.14,-6.15,-3.15,-2.05,-0.73,-7.92,0.1,-8.26,-5.8,0.36,6.58,-3.86,12.45,-2.57,13.52,5.57,-1.27,-3.41,-0.03
2481465,498_1,0.6083,-20.84,-2.47,2.65,-1.73,-1.09,-7.78,-6.23,-5.11,-1.72,-0.22,-8.19,0.11,-7.27,-3.89,0.03,7.49,-1.69,9.44,0.36,11.79,3.75,-0.87,-3.02,-0.07
2481466,498_1,0.6111,-19.2,-2.22,2.21,1.15,-0.43,-7.83,-3.75,-6.86,-1.61,0.08,-7.45,0.12,-4.52,-2.49,-0.31,8.99,0.17,6.54,3.62,10.38,2.44,-0.63,-2.19,-0.09
2481467,498_1,0.6139,-14.52,-2.24,1.45,5.96,0.35,-6.3,1.2,-8.33,-1.83,0.14,-5.73,0.11,-0.36,-1.7,-0.63,10.87,1.56,4.11,6.81,9.47,1.73,-0.54,-1.01,-0.1
2481468,498_1,0.6167,-7.45,-2.59,0.44,12.24,1.11,-3.47,8.05,-9.49,-2.45,-0.05,-3.27,0.1,4.54,-1.5,-0.88,12.83,2.41,2.37,9.55,9.07,1.59,-0.59,0.31,-0.09
2481469,498_1,0.6194,0.91,-3.23,-0.69,19.18,1.75,0.12,15.83,-10.32,-3.36,-0.39,-0.43,0.08,9.41,-1.76,-1.05,14.51,2.75,1.42,11.53,9.1,1.89,-0.74,1.59,-0.06
2481470,498_1,0.6222,9.26,-3.99,-1.76,25.72,2.23,3.84,23.32,-10.8,-4.37,-0.78,2.38,0.06,13.49,-2.28,-1.1,15.59,2.68,1.17,12.52,9.35,2.42,-0.91,2.62,-0.03
2481471,498_1,0.625,16.36,-4.59,-2.62,30.8,2.58,7.11,29.33,-10.88,-5.19,-1.09,4.76,0.04,16.24,-2.84,-1.05,15.82,2.34,1.45,12.47,9.58,2.96,-1.05,3.28,0.01
2481472,498_1,0.6278,21.3,-4.76,-3.17,33.52,2.88,9.47,32.88,-10.48,-5.5,-1.21,6.41,0.03,17.36,-3.23,-0.9,15.1,1.87,2.03,11.45,9.59,3.32,-1.12,3.51,0.04
